stemmed_tokens,clean_sangat
"['kamar', 'nyaman', 'akses', 'dekat', 'semua']",['nyaman']
"['senang', 'sekali', 'sini', 'layan', 'muas', 'ramah', 'profesional', 'makan', 'enak']","['senang', 'ramah', 'enak']"
"['layan', 'sangat', 'layan', 'kamar', 'tempat', 'makan', 'sangat', 'kali']",[]
"['halal', 'bihalal', 'kali', 'hotel', 'mulai', 'ruang', 'semua', 'sedia', 'sangat', 'baik']","['halal', 'bihalal', 'baik']"
"['lengkap', 'gudeg', 'ayam', 'layan', 'ramah']",['ramah']
"['sini', 'suasana', 'tenang', 'kamar', 'romantis', 'banget']",[]
"['kamar', 'sangat', 'luar', 'biasa', 'layan', 'semua', 'ramah', 'lokasi', 'dekat', 'belanja', 'moga', 'selalu', 'layan', 'hati', 'terus', 'alir', 'terus', 'berkah']","['ramah', 'hati', 'berkah']"
"['kurang', 'kalo', 'bilang', 'bintang', 'biasa', 'kalo', 'bintang', 'makan', 'enak']",['enak']
"['kamar', 'luas', 'bersih', 'sarap', 'enak', 'banyak', 'pilih', 'semua', 'staf', 'hotel', 'ramah', 'lokasi', 'hotel', 'dekat', 'pusat', 'belanja', 'kalau', 'sini']","['bersih', 'enak', 'ramah']"
"['kamar', 'sesuai', 'layan', 'sigap', 'sangat', 'bantu', 'terima', 'kasih']",['sesuai']
"['kamar', 'cukup', 'luas', 'proses', 'cepat', 'menu', 'variasi', 'tiap', 'hari', 'tugas', 'area', 'tambah', 'buat', 'meja', 'lama', 'kolam', 'renang', 'cukup', 'luas']",[]
"['lokasi', 'sangat', 'strategis', 'dekat', 'pusat', 'belanja', 'fasilitas', 'sangat', 'bagus', 'kamar', 'bersih', 'makan', 'enak', 'banyak', 'variasi', 'banget', 'karyawan', 'ramah']","['bagus', 'bersih', 'enak', 'ramah']"
"['sini', 'tiga', 'kali', 'kamar', 'bersih', 'luas', 'lengkap', 'staf', 'ramah', 'responsif', 'akses', 'sangat', 'strategis', 'pusat', 'kota', 'jangkau', 'enak', 'variatif', 'terima', 'kasih', 'manis', 'atas', 'layan']","['bersih', 'ramah', 'responsif', 'enak']"
"['desain', 'interior', 'hotel', 'memang', 'bilang', 'modern', 'hotel', 'baru', 'bangun', 'sekarang', 'layan', 'muas', 'staf', 'ramah', 'kamar', 'bersih', 'lokasi', 'lokasi', 'padat', 'hotel', 'rasa', 'jadi', 'duduk', 'lokal']","['ramah', 'bersih', 'padat']"
"['tempat', 'jalan', 'utama', 'mudah', 'akses', 'depan', 'hotel', 'banyak', 'toko', 'angkring', 'dekat', 'rumah', 'sakit', 'layan', 'baik', 'kamar', 'bersih', 'ruang', 'temu', 'besar', 'bersih', 'makan', 'sangat', 'agam', 'selalu', 'menu', 'hangat']","['toko', 'angkring', 'baik', 'bersih', 'bersih']"
"['utama', 'layan', 'ramah', 'sigap', 'layan']",['ramah']
"['hotel', 'dekat', 'bandara', 'kamar', 'lihat', 'gunung', 'rapi', 'bila', 'kondisi', 'cerah', 'fasilitas', 'lengkap', 'kolam', 'renang', 'cuma', 'lebih', 'lengkap', 'kalau', 'kolam']",[]
"['layan', 'baik', 'rasa', 'masakan', 'enak', 'saran', 'menu', 'tiap', 'hari', 'lebih', 'variatif']","['baik', 'enak']"
"['hotel', 'letak', 'jalur', 'utama', 'jalan', 'dekat', 'bandara', 'lama', 'bandara', 'menu', 'variasi']",['jalur']
"['lokasi', 'hotel', 'strategis', 'mana', 'relatif', 'dekat', 'ramah', 'tanggap', 'beri', 'layan', 'proses', 'cepat', 'kamar', 'nyaman', 'bersih', 'lengkap', 'banget', 'bantal', 'guling', 'variatif', 'rasa', 'enak', 'enak', 'kalau', 'kunjung', 'bakal', 'balik']","['ramah', 'nyaman', 'bersih', 'enak', 'enak']"
"['sarap', 'lengkap', 'kurang', 'semua', 'maaf', 'kamar', 'kurang', 'sedikit', 'terang', 'hias', 'mandi', 'lebih', 'terang', 'padahal', 'kamar', 'mandi', 'pakai', 'perlu', 'sisir', 'semua']","['maaf', 'sisir']"
"['menu', 'sarap', 'rasa', 'enak', 'enak', 'banyak', 'pilih', 'menu', 'mantap', 'lena']","['enak', 'enak']"
"['layan', 'hotel', 'bagus', 'sarap', 'layan', 'anak', 'magang', 'lombok']","['bagus', 'magang']"
"['enak', 'komplit']",['enak']
"['hotel', 'nyaman', 'ramah', 'makan', 'enak']","['nyaman', 'ramah', 'enak']"
"['kamar', 'nyaman', 'ramah', 'makan', 'enak', 'positif', 'lain', 'lokasi', 'tengah', 'kota', 'mudah', 'jangkau']","['nyaman', 'ramah', 'enak', 'positif']"
"['hotel', 'nyaman', 'lokasi', 'cukup', 'strategis', 'cukup', 'tengah', 'pergi', 'dekat', 'layan', 'sangat', 'ramah', 'penting', 'cukup', 'komplit', 'enak', 'satu', 'cukup', 'asin', 'hotel', 'sangat']","['nyaman', 'ramah', 'enak']"
"['makan', 'enak', 'semua', 'cendol']","['enak', 'cendol']"
"['layan', 'makan', 'enak', 'kamar', 'bersih', 'pokok']","['enak', 'bersih']"
"['cukup', 'bagus', 'biasa', 'lama', 'pilih', 'fasilitas', 'layan', 'layan', 'lena', 'sangat', 'baik', 'terus', 'maju']","['bagus', 'baik', 'maju']"
"['sarap', 'banget', 'semua', 'lezat', 'varian', 'menu', 'lengkap', 'rasa', 'akomodasi', 'semua', 'selera', 'layan', 'luar', 'biasa', 'ruang', 'nyaman']","['lezat', 'akomodasi', 'nyaman']"
"['layan', 'restoran', 'ramah', 'makan']",['ramah']
"['kamar', 'hotel', 'bersih', 'nyaman', 'menu', 'makan', 'variasi', 'enak']","['bersih', 'nyaman', 'enak']"
"['baru', 'pertama', 'kali', 'over', 'semua', 'banget', 'layan', 'semua', 'ramah', 'mulai', 'bagi', 'menu', 'makan', 'variasi', 'mulai', 'makan', 'daerah', 'makan', 'barat', 'bubur', 'manis', 'bubur', 'ayam', 'nasi', 'banyak', 'varian', 'semua', 'bagus', 'banget']","['over', 'ramah', 'barat', 'bagus']"
"['hotel', 'mewah', 'strategis', 'makan', 'enak']",['enak']
"['enak', 'menu', 'restoran', 'kamar', 'mungkin', 'perlu', 'revisi', 'ulang', 'tambah', 'bagus', 'bersih', 'lampu', 'terang', 'kurang', 'terang']","['enak', 'revisi', 'bagus', 'bersih']"
"['layan', 'sangar', 'ramah', 'pegawai', 'handal', 'hotel', 'jadi', 'sempurna', 'buat']","['sangar', 'ramah', 'handal', 'sempurna']"
"['kamar', 'bersih', 'harga', 'murah', 'nuansa']","['bersih', 'nuansa']"
"['sarap', 'enak', 'lokasi', 'strategis', 'bantu', 'citra', 'layan', 'baik']","['enak', 'citra', 'baik']"
"['sarap', 'menu', 'lengkap', 'enak', 'minum', 'makan', 'menu', 'tambah', 'sangat', 'ramah', 'santun', 'bantu', 'lena']","['enak', 'ramah']"
"['tempat', 'nyaman', 'menu', 'enak', 'layan', 'ramah', 'mbak']","['nyaman', 'enak', 'ramah']"
"['lokasi', 'mudah', 'layan', 'bagus', 'kamar', 'luas', 'tempat', 'nyaman', 'makan', 'enak']","['bagus', 'nyaman', 'enak']"
"['alam', 'kesan', 'layan', 'ramah', 'mantap', 'baru', 'kali', 'layan', 'bagus', 'lebih', 'bagus', 'hotel']","['ramah', 'bagus', 'bagus']"
"['hotel', 'cukup', 'nyaman', 'ramah', 'lift', 'kenceng', 'bagus', 'minus', 'kolam', 'mini', 'cuma', 'meter']","['nyaman', 'ramah', 'bagus', 'mini']"
"['bareng', 'kantor', 'buka', 'sama', 'sini', 'varian', 'menu', 'cukup', 'banyak', 'menu', 'nusantara', 'menu', 'timur', 'tengah']",['timur']
"['kamar', 'bersih', 'nyaman', 'layan', 'serba', 'cepat', 'senang', 'ramah', 'lokasi', 'tengah', 'kota', 'mudah', 'jangkau']","['bersih', 'nyaman', 'serba', 'senang', 'ramah']"
"['baik', 'sangat', 'buat', 'lokasi', 'pusat', 'kota', 'kamar', 'nyaman', 'bersih']","['baik', 'nyaman', 'bersih']"
"['alam', 'inap', 'layan', 'sangat', 'luar', 'biasa', 'bahkan', 'barang', 'tinggal', 'pihak', 'hotel', 'layan', 'kirim', 'barang', 'baik']",['baik']
"['coba', 'buka', 'sama', 'hotel', 'makan', 'kesan', 'rasa', 'enak', 'utama', 'kambing', 'guling', 'tongseng', 'enak', 'empuk', 'ramah', 'bagus']","['enak', 'tongseng', 'enak', 'ramah', 'bagus']"
"['hotel', 'nyaman', 'sekali', 'kasur', 'bantal', 'empuk', 'guling', 'sangat', 'nyaman', 'tidur', 'sarap', 'menu', 'macam', 'enak', 'hotel', 'ramah', 'semua', 'ruang', 'wangi', 'bersih', 'pokok', 'jangan', 'ragu', 'inap', 'hotel', 'semua', 'sangat', 'senang', 'nyaman', 'inap', 'sini']","['nyaman', 'nyaman', 'enak', 'ramah', 'wangi', 'bersih', 'senang', 'nyaman']"
"['layan', 'sangat', 'baik', 'pegawai', 'tawar', 'layan', 'makan', 'sangat', 'profesional', 'baik', 'pokok', 'sangat', 'rekomendasi', 'inap', 'sini']","['baik', 'baik']"
"['hotel', 'layan', 'baik', 'makan', 'variasi', 'enak', 'mbak']","['baik', 'enak']"
"['fasilitas', 'sangat', 'baik', 'makan', 'sangat', 'agam', 'sangat']",['baik']
"['standar', 'hotel', 'bintang', 'kurang', 'bersih', 'kamar', 'perlu', 'tingkat', 'lokasi', 'enak', 'dekat', 'kalo', 'kerabat', 'rawat', 'sana']","['bersih', 'enak', 'kerabat', 'rawat']"
"['jadi', 'insiden', 'mobil', 'bawa', 'tabrak', 'mobil', 'lalai', 'satpam', 'atur', 'lalu', 'lintas']","['insiden', 'tabrak', 'lalai']"
"['lobi', 'kamar', 'interior', 'bagus', 'tunjuk', 'budaya', 'kamar', 'nyaman', 'menu', 'makan', 'saran', 'wedang', 'jangan', 'campur', 'dulu', 'gula', 'kalo', 'terlalu', 'manis']","['bagus', 'tunjuk', 'nyaman', 'campur', 'gula']"
"['menu', 'sarap', 'sangat', 'variasi', 'kamar', 'sangat', 'bersih', 'unik']",['bersih']
"['sarap', 'pagi', 'sangat', 'enak', 'layan', 'atas', 'nama', 'baik', 'ramah', 'sangat', 'puas']","['enak', 'baik', 'ramah', 'puas']"
"['makan', 'minum', 'banyak', 'banget', 'layan', 'bagus', 'utama', 'mbak']",['bagus']
"['mbak', 'tania', 'layan', 'ramah', 'sangat', 'sigap', 'menu', 'enak', 'tempat', 'nyaman', 'rapi']","['ramah', 'enak', 'nyaman']"
"['layan', 'resepsionis', 'ramah', 'enak', 'datang', 'pukul', 'malam', 'order', 'banyak', 'pilih', 'menu', 'enak']","['ramah', 'enak', 'enak']"
"['inap', 'malam', 'sini', 'kamar', 'cukup', 'baik', 'harga', 'kamar', 'mandi', 'variasi', 'menu', 'bagus', 'ikan', 'lokasi', 'hotel', 'sangat', 'strategis']","['baik', 'bagus']"
"['sini', 'butuh', 'kerja', 'ramah', 'ramah', 'bikin', 'betah', 'senang', 'terima', 'kasih', 'mbak', 'atas', 'bantu', 'layan', 'luar', 'biasa']","['ramah', 'ramah', 'senang']"
"['mohon', 'area', 'parkir', 'perhati', 'sangat', 'sangat', 'sangat', 'layak', 'pakai', 'kloset', 'banyak', 'kotor']",[]
"['tempat', 'nyaman', 'indah', 'makan', 'mantap', 'layan']","['nyaman', 'indah']"
"['lokasi', 'tengah', 'kota', 'dekat', 'menu', 'sarap', 'lengkap', 'variatif', 'mulai', 'makan', 'tradisional', 'masuk', 'jamu', 'jajan']",[]
"['kamar', 'bagus', 'makan', 'enak']","['bagus', 'enak']"
"['pintu', 'kamar', 'mandi', 'alot', 'geser', 'wastafel', 'sering', 'bocor', 'baik', 'sangat', 'baik', 'rusa']","['alot', 'geser', 'baik', 'baik']"
"['hotel', 'tempat', 'strategis', 'jantung', 'kota', 'sibuk', 'layan', 'baik', 'mulai', 'cepat', 'bersih', 'kamar', 'operator', 'cekat', 'kamar', 'sempit', 'bagi', 'lemari']","['jantung', 'baik', 'bersih', 'cekat']"
"['enak', 'semua', 'kamar', 'layan', 'ramah', 'betah', 'inap', 'sendiri', 'bantu', 'mbak', 'lena']","['enak', 'ramah']"
"['kamar', 'bagus', 'enak', 'makan']","['bagus', 'enak']"
"['drop', 'kurang', 'nyaman', 'parkir', 'mobil', 'sulit', 'kurang', 'luas']","['drop', 'nyaman', 'sulit']"
"['saji', 'baik', 'layan', 'ramah', 'makan', 'banyak', 'pilih', 'enak', 'tempat', 'nyaman', 'bagus', 'ramah', 'buat', 'anak', 'anak']","['baik', 'ramah', 'enak', 'nyaman', 'bagus', 'ramah']"
"['hotel', 'bersih', 'nyaman', 'makan', 'enak', 'layan', 'bagus', 'ramah']","['bersih', 'nyaman', 'enak', 'bagus', 'ramah']"
"['kamar', 'nyaman', 'ruang', 'besar', 'paling', 'suka', 'semua', 'enak', 'banget']","['nyaman', 'enak']"
"['plus', 'tahun', 'saat', 'pesan', 'lalu', 'aplikasi', 'sadar', 'guna', 'plus', 'sadar', 'pakai', 'pesan']",['aplikasi']
"['menu', 'enak', 'lengkap']",['enak']
"['hotel', 'enak', 'lokasi', 'tengah', 'kota', 'kamar', 'nyaman', 'layan', 'semua', 'makan', 'variatif', 'enak', 'libur']","['enak', 'nyaman', 'enak']"
"['lalap', 'mbok', 'enak', 'makan', 'banyak', 'layan', 'sangat', 'bagus', 'sini', 'tahan']","['lalap', 'mbok', 'enak', 'bagus']"
"['kamar', 'luas', 'interior', 'bagus', 'menu', 'agam', 'jamu', 'sedia', 'sarap', 'layan', 'hotel', 'ramah', 'lokasi', 'strategis']","['bagus', 'ramah']"
"['sangat', 'utama', 'makan', 'enak', 'kamar', 'bersih', 'luas']","['enak', 'bersih']"
"['interior', 'bagus', 'sangat', 'hotel', 'nyaman', 'makan', 'lumayan', 'enak']","['bagus', 'nyaman', 'enak']"
"['senang', 'sekali', 'inap', 'sini']",['senang']
"['sempat', 'hotel', 'hari', 'hari', 'pertama', 'nikmat', 'layan', 'saji', 'moga', 'hari', 'tiga', 'empat', 'nikmat']",['empat']
"['layan', 'keren']",['keren']
"['kamir', 'rokok', 'kuat', 'banget']","['kamir', 'kuat']"
"['layan', 'ramah', 'lokasi', 'tawar', 'tingkat', 'bersih', 'baik', 'lokasi', 'strategis', 'akses', 'kota', 'pilih', 'makan', 'variasi', 'kreatif', 'menu']","['ramah', 'bersih', 'baik', 'kreatif']"
"['hotel', 'plaza', 'menit', 'kalo', 'jalan', 'kaki', 'masuk', 'dekat', 'pusat', 'kota', 'pilih', 'bagus', 'libur', 'harga', 'kamar', 'terlalu', 'mahal']","['kaki', 'bagus']"
"['sarap', 'sangat', 'variatif', 'kamar', 'bersih', 'sangat', 'nyaman', 'layan', 'sangat', 'ramah', 'baik']","['bersih', 'nyaman', 'ramah', 'baik']"
"['alam', 'inap', 'kesan', 'mudah', 'staf', 'ramah', 'servis', 'manja', 'tamu']","['ramah', 'manja']"
"['bagus', 'hotel', 'pandang', 'gunung', 'sarap', 'enak']","['bagus', 'enak']"
"['semua', 'bantu']",[]
"['agen', 'sangat', 'mudah', 'jangkau', 'ruang', 'bersih', 'kamar', 'mandi', 'bersih', 'kamar', 'luas']","['agen', 'bersih', 'bersih']"
"['hotel', 'bagus', 'kamar', 'makan', 'enak', 'lengkap', 'layan', 'baik', 'resepsionis', 'restoran', 'baik']","['bagus', 'enak', 'baik', 'baik']"
"['kamar', 'cukup', 'bersih', 'cepat', 'tanggap', 'lokasi', 'cukup', 'strategis', 'tambah', 'lokasi', 'pintu', 'masuk', 'pintu', 'keluar', 'lebih', 'baik', 'tanda', 'buat', 'lebih', 'besar', 'utama', 'tanda', 'lokasi', 'tutup', 'pohon', 'lihat', 'jelas']","['bersih', 'baik', 'pohon']"
"['bagus', 'sekali', 'layan', 'hotel', 'lokasi', 'strategis', 'mudah', 'jangkau', 'menu']",['bagus']
"['lokasi', 'strategis', 'kamar', 'bagus', 'layan', 'staf', 'hotel', 'baik', 'ramah']","['bagus', 'baik', 'ramah']"
"['ruang', 'nyaman', 'sarap', 'enak', 'layan', 'bagus', 'lokasi', 'strategis', 'dekat', 'bagai', 'fasilitas', 'umum']","['nyaman', 'enak', 'bagus']"
"['enak', 'kamar', 'rapi', 'lagan', 'sangat', 'baik', 'kolam', 'renang', 'luas']","['enak', 'lagan', 'baik']"
"['menu', 'sarap', 'lengkap', 'sangat', 'tugas', 'layan', 'baik', 'baik', 'kamar', 'bersih', 'nyaman']","['baik', 'baik', 'bersih', 'nyaman']"
[],[]
"['tempat', 'sangat', 'indah', 'istirahat', 'lengkap', 'estetik', 'dekat', 'sedang', 'wisata', 'pokok', 'banget']","['indah', 'istirahat', 'estetik']"
"['lokasi', 'strategis', 'layan', 'bagus']",['bagus']
"['kamar', 'luas', 'layan', 'ramah', 'lokasi', 'dekat', 'minimarket', 'sayang', 'makan', 'kurang', 'agam', 'rasa', 'terlalu', 'ambil']",['ramah']
"['layan', 'baik', 'ramah', 'enak', 'buat']","['baik', 'ramah', 'enak']"
"['layan', 'sangat', 'baik', 'prasmanan', 'tarik', 'nyaman']","['baik', 'prasmanan', 'nyaman']"
"['lokasi', 'cukup', 'jauh', 'bandara', 'jadi', 'layan', 'kamar', 'sempurna']",['sempurna']
"['sangat', 'puas', 'layan', 'sangat', 'prima', 'kualitas', 'kecewa']","['puas', 'kecewa']"
"['mungkin', 'masuk', 'bagi', 'lewat', 'telepon', 'jawab', 'atas', 'nyata', 'telpon', 'tanya', 'harga', 'kamar', 'malam', 'harga', 'kamar', 'start', 'telpon']","['telepon', 'jawab', 'start']"
"['makan', 'banyak', 'pilih', 'mulai', 'tradisional', 'kamar', 'bersih', 'layan']",['bersih']
"['hotel', 'besar', 'cuma', 'tinggal', 'gara', 'padahal', 'menit', 'besar', 'kena', 'servis']",['gara']
"['sini', 'nyaman', 'banget', 'suasana', 'tenang', 'bersih', 'fasilitas', 'mewah', 'layan', 'ramah']","['nyaman', 'bersih', 'ramah']"
"['alhamdulillah', 'malam', 'selalu', 'mampir', 'tiap', 'sukses', 'selalu']",[]
"['layan', 'ramah', 'tawar', 'minum', 'telur', 'dadar', 'enak', 'teman', 'sosis', 'ruang', 'dingin', 'nyaman', 'over', 'salut']","['ramah', 'enak', 'sosis', 'nyaman', 'over', 'salut']"
"['kunjung', 'pertama', 'kali', 'nuansa', 'kesan', 'pertama', 'cukup', 'artistik', 'dekorasi', 'celah']","['nuansa', 'artistik', 'celah']"
"['kualitas', 'hotel', 'baik', 'makan', 'minum', 'enak', 'sekali', 'layan', 'sangat', 'baik', 'ramah']","['baik', 'enak', 'baik', 'ramah']"
"['hotel', 'bersih', 'makan', 'suasana', 'banget', 'layan', 'mbak', 'luar', 'biasa', 'sangat', 'bantu', 'responsif', 'ramah', 'paling', 'penting', 'sangat', 'sabar']","['bersih', 'responsif', 'ramah']"
"['nyaman', 'seru', 'bersih']","['nyaman', 'bersih']"
"['sedia', 'guling', 'bantal', 'kecil', 'tidur', 'lebih', 'nyenyak', 'tenang']",[]
"['tempat', 'bagus', 'layan', 'sangat', 'ramah', 'baik']","['bagus', 'ramah', 'baik']"
"['menu', 'lengkap', 'banget']",[]
"['sini', 'nyaman', 'inap', 'sini', 'kamar', 'bersih']","['nyaman', 'bersih']"
"['cukup', 'lega', 'kecil', 'banget', 'suara', 'berisik', 'instalasi', 'renovasi', 'tembus', 'kamar', 'makan', 'enak', 'variasi', 'menu', 'minim']","['berisik', 'instalasi', 'renovasi', 'tembus', 'enak', 'minim']"
"['sarap', 'enak', 'lengkap', 'gudeg', 'kamar', 'nyaman', 'bersih', 'tugas', 'ramah']","['enak', 'nyaman', 'bersih', 'ramah']"
"['hati', 'hati', 'mandi', 'kamar', 'mandi', 'kolam', 'renang', 'kunci', 'keluar', 'untung', 'bawa', 'telpon', 'hotel', 'kasihan', 'kalau', 'anak', 'kecil', 'orang', 'hubung', 'siapa', 'siapa', 'kunci', 'jalan', 'keluar']","['hati', 'hati', 'untung', 'kasihan']"
"['senang', 'sekali', 'inap', 'sini', 'kamar', 'nyaman', 'panas', 'fungsi', 'baik', 'ramah', 'semua', 'variatif', 'enak', 'semua', 'masuk', 'langsung', 'baik', 'bakal', 'balik']","['senang', 'nyaman', 'baik', 'ramah', 'enak', 'baik']"
"['hotel', 'bagus', 'bersih', 'layan', 'ramah', 'makan', 'enak']","['bagus', 'bersih', 'ramah', 'enak']"
"['layan', 'sangat', 'baik', 'ramah']","['baik', 'ramah']"
"['layan', 'bagus', 'kamar', 'sarap', 'puas']","['bagus', 'puas']"
"['layan', 'prima', 'rasa', 'bintang', 'higienis', 'enak', 'bikin', 'kangen', 'lidah', 'ramah', 'mbak', 'ramah', 'pintar', 'jelas']","['higienis', 'enak', 'kangen', 'ramah', 'ramah', 'pintar']"
['enak'],['enak']
"['sarap', 'bagus', 'rasa', 'sesuai', 'banyak', 'variasi']","['bagus', 'sesuai']"
"['atas', 'nama', 'unit', 'restoran', 'sangat', 'ramah', 'bantu']","['unit', 'ramah']"
"['layan', 'sangat', 'baik', 'bagus', 'makan']","['baik', 'bagus']"
"['sekolah', 'pergi', 'hotel', 'malam', 'masuk', 'sangat', 'kagum', 'interior', 'tempat', 'sangat', 'ramah', 'murah', 'senyum', 'sarap', 'makan', 'lezat']","['sekolah', 'kagum', 'ramah', 'lezat']"
"['lokasi', 'hotel', 'cukup', 'strategis', 'layan', 'cukup', 'baik', 'menu', 'agam', 'cukup', 'enak']","['baik', 'enak']"
"['tempat', 'strategis', 'layan', 'bagus', 'semua', 'ramah']","['bagus', 'ramah']"
"['hotel', 'bintang', 'cukup', 'baik', 'cocok', 'buat', 'libur', 'keluarga', 'makan', 'enak', 'karyawan', 'sangat', 'ramah', 'suasana', 'nyaman', 'adem', 'cukup', 'muas']","['baik', 'enak', 'ramah', 'nyaman']"
"['baik', 'cuma', 'beberapa', 'perlu', 'tingkat', 'mulai', 'jatah', 'minum', 'banyak', 'tanggap', 'tugas', 'tangan', 'komplain', 'konsumen', 'baik', 'fasilitas', 'kamar', 'mandi', 'perlu', 'perhati', 'makan', 'semua', 'enak', 'layan', 'sangat', 'ramah', 'bagus']","['baik', 'jatah', 'baik', 'enak', 'ramah', 'bagus']"
"['sarap', 'pagi', 'sangat', 'puas', 'enak', 'layan', 'atas', 'nama']","['puas', 'enak']"
"['sarap', 'sini', 'variasi', 'soto', 'sangat']",[]
"['pilih', 'tepat', 'buka', 'sama', 'harga', 'jangkau', 'layan', 'ramah', 'menu', 'variatif', 'serama', 'iftar', 'tempat', 'nyaman']","['ramah', 'serama', 'nyaman']"
"['hotel', 'bersih', 'semua', 'layan', 'banget', 'makan', 'enak', 'jadi', 'hotel', 'lain', 'waktu']","['bersih', 'enak']"
"['semua', 'bagus', 'makan', 'cukup', 'enak', 'layan', 'muas']","['bagus', 'enak']"
"['pesan', 'kamar', 'malam', 'malam', 'akhir', 'konfirmasi', 'kamar', 'awal', 'alas', 'salah', 'balik', 'kerja', 'pukul']",[]
"['bersih', 'rapi', 'wangi', 'banyak', 'pilih', 'enak', 'bingung', 'terima', 'kasih', 'layan', 'sangat', 'ramah']","['bersih', 'wangi', 'enak', 'ramah']"
"['kamar', 'bagus', 'mungkin', 'sedikit', 'kendala', 'atur', 'manual', 'tirai', 'kamar', 'mandi', 'sempat', 'alami', 'kendala', 'bagus']","['bagus', 'manual', 'bagus']"
"['tarik', 'hotel', 'desain', 'klasik', 'otentik', 'serasa', 'kalo', 'hotel']",['otentik']
"['lengkap', 'enak', 'variatif']",['enak']
"['makan', 'restoran', 'enak', 'layan', 'sangat', 'ramah', 'sangat', 'bantu', 'sangat', 'cocok', 'libur']","['enak', 'ramah']"
"['sarap', 'luar', 'biasa', 'ramah', 'sekali', 'pokok']",['ramah']
"['sarap', 'pagi', 'sangat', 'muas', 'sangat', 'enak', 'enak', 'layan', 'atas', 'nama', 'sangat', 'baik', 'cepat']","['enak', 'enak', 'baik']"
"['makan', 'malam', 'tanggal', 'acara', 'kantor', 'sini', 'tahu', 'kurang', 'pedas', 'lada', 'hitam', 'sangat', 'lupa', 'foto', 'makan', 'jadi', 'foto', 'abis']","['lada', 'hitam']"
"['keluh', 'arti', 'inap', 'sini', 'desain', 'interior', 'tarik', 'cermin', 'khas', 'daerah', 'guna', 'gelas', 'kaca', 'mineral', 'giat', 'guna', 'minum', 'kemas', 'botol']","['keluh', 'arti', 'cermin', 'mineral', 'kemas']"
"['layan', 'staf', 'ramah', 'kamar', 'nyaman']","['ramah', 'nyaman']"
"['hotel', 'nyaman', 'layan', 'ramah']","['nyaman', 'ramah']"
"['kamar', 'bersih', 'makan', 'enak', 'layan', 'baik']","['bersih', 'enak', 'baik']"
"['hotel', 'layan', 'baik', 'sangat', 'baik', 'semua', 'umum', 'hotel', 'luar', 'biasa', 'strategis', 'nyaman', 'luar', 'biasa']","['baik', 'baik', 'nyaman']"
"['fasilitas', 'nyaman', 'sarap', 'pagi', 'banget', 'layan']",['nyaman']
"['menu', 'enak']",['enak']
"['tempat', 'sangat', 'baik', 'bersih', 'makan', 'minum', 'sangat', 'enak', 'muas']","['baik', 'bersih', 'enak']"
"['layan', 'sangat', 'baik', 'makan', 'enak', 'kamar', 'sangat', 'nyaman']","['baik', 'enak', 'nyaman']"
"['bagus', 'baik', 'enak', 'rapi']","['bagus', 'baik', 'enak']"
"['kamar', 'bersih', 'nyaman', 'guling', 'lumayan', 'cuman', 'makan', 'wanita', 'ramah', 'entah', 'kecil', 'rada', 'greget', 'pilih', 'interior', 'kurang']","['bersih', 'nyaman', 'ramah', 'greget']"
"['layan', 'suasana', 'nyaman', 'layan', 'makan', 'enak']","['nyaman', 'enak']"
"['kamar', 'nyaman', 'luas', 'bagus', 'makan', 'enak', 'sangat', 'libur', 'maupun', 'acara', 'resmi', 'hotel']","['nyaman', 'bagus', 'enak', 'resmi']"
"['hotel', 'bersih', 'sarap', 'lengkap', 'muas']",['bersih']
"['tempat', 'nyaman', 'makan', 'enak']","['nyaman', 'enak']"
"['tempat', 'bersih', 'nyaman', 'makan', 'cukup', 'enak', 'layan', 'beri', 'sangat', 'ramah', 'lokasi', 'hotel', 'sangat', 'strategis', 'area', 'wisata']","['bersih', 'nyaman', 'enak', 'ramah']"
"['enak', 'sekali', 'kikil', 'mercon', 'sangat', 'enak', 'bumbu', 'medok', 'sekali', 'bajigur', 'enak', 'semua', 'layan', 'baik', 'maupun', 'kamar', 'semua', 'baik']","['enak', 'kikil', 'mercon', 'enak', 'medok', 'bajigur', 'enak', 'baik', 'baik']"
"['kamar', 'bersih', 'nyaman', 'makan', 'enak', 'lokasi', 'strategis', 'mana']","['bersih', 'nyaman', 'enak']"
"['makan', 'enak', 'semua', 'layan', 'baik', 'ramah']","['enak', 'baik', 'ramah']"
"['layan', 'baik', 'hotel', 'ramah', 'hotel', 'luas', 'milik', 'fasilitas', 'lengkap', 'kamar', 'bersih', 'luas', 'kasur', 'nyaman', 'hidang', 'saji', 'agam', 'mulai', 'hingga', 'enak', 'rasa']","['baik', 'ramah', 'bersih', 'nyaman', 'enak']"
"['enak', 'banget', 'sini', 'posisi', 'dekat', 'mana', 'strategis', 'layan', 'baik', 'sarap', 'enak', 'hari', 'senang', 'lama']","['enak', 'baik', 'enak', 'senang']"
"['layan', 'hotel', 'umum', 'sangat', 'muas', 'kamar', 'sangat', 'bersih', 'rapi', 'makan', 'enak', 'banyak', 'varian', 'tahan', 'layan', 'prima']","['bersih', 'enak']"
"['layan', 'bagus', 'ramah', 'makan', 'enak', 'enak', 'tempat', 'nyaman']","['bagus', 'ramah', 'enak', 'enak', 'nyaman']"
"['layan', 'keren', 'sangat', 'hotel', 'bersih', 'sangat', 'sangat', 'cepat', 'tamu', 'rekomendasi', 'sangat', 'kalau', 'libur', 'hotel']","['keren', 'bersih']"
