stemmed_tokens,clean_sangat
"['salah', 'satu', 'hotel', 'area', 'cukup', 'strategis', 'lokasi', 'hotel', 'masuk', 'lobi', 'lumayan', 'tematik']",['tematik']
"['menu', 'sarap', 'suguh', 'bagai', 'macam', 'rasa', 'enak', 'hotel', 'ramah', 'semua', 'mungkin', 'kali', 'over', 'mantap']","['suguh', 'enak', 'ramah', 'over']"
"['menu', 'sangat', 'variasi', 'mulai', 'sini']",[]
"['kesan', 'pertama', 'masuk', 'sangat', 'muas', 'bersih', 'mewah', 'layan', 'baik', 'ramah', 'makan', 'malam', 'cocok', 'menu', 'terima', 'kasih']","['bersih', 'baik', 'ramah']"
"['kamar', 'super', 'nyaman', 'sangat', 'ramah', 'makan', 'pilih', 'banyak', 'banget', 'enak', 'enak', 'mbak', 'mbak', 'sangat', 'baik', 'banget', 'sangat', 'ramah']","['nyaman', 'ramah', 'enak', 'enak', 'baik', 'ramah']"
"['sarap', 'enak', 'bagus', 'dekat', 'kolam', 'renang', 'kamar', 'kalau', 'cuaca', 'cerah', 'gunung', 'rapi']","['enak', 'bagus']"
"['hotel', 'bagus', 'makan', 'enak', 'nyaman', 'lama', 'hari', 'jadi', 'hotel', 'paling', 'bagus', 'tema']","['bagus', 'enak', 'nyaman', 'bagus', 'tema']"
"['over', 'jadi', 'anggota', 'layan', 'hotel', 'sangat', 'muas', 'utama', 'mbak', 'gita', 'selalu', 'senang', 'hati', 'ramah', 'servis', 'lama', 'hari']","['over', 'anggota', 'senang', 'hati', 'ramah']"
"['sangat', 'nyaman', 'kamar', 'meski', 'pintu', 'kamar', 'mandi', 'seret', 'buka', 'tutup', 'sarap', 'pagi', 'sangat', 'variasi', 'kuah', 'roti', 'makan', 'berat', 'macam', 'macam', 'lauk', 'makan', 'penuh', 'serat', 'buah', 'makan', 'siang']","['nyaman', 'meski', 'seret', 'kuah', 'serat']"
"['menu', 'sarap', 'nikmat', 'cita', 'rasa', 'bumbu']",[]
"['mulai', 'bagai', 'macam', 'nama', 'donat', 'tradisional', 'masakan', 'tradisional', 'masakan', 'kini', 'rasa', 'juara', 'fasilitas']","['donat', 'kini']"
"['sini', 'enak', 'banget', 'ramah', 'ramah', 'makan', 'lengkap']","['enak', 'ramah', 'ramah']"
"['menu', 'makan', 'banyak', 'rasa', 'enak', 'layang', 'sangat', 'ramah', 'bantu', 'mbak', 'lena']","['enak', 'layang', 'ramah']"
"['premium', 'sekali', 'soto', 'jenang', 'banyak', 'sekali', 'lain']","['premium', 'jenang']"
"['sarap', 'lengkap', 'enak', 'pokok', 'ramah', 'sekali']","['enak', 'ramah']"
"['layan', 'semua', 'baik', 'komplit', 'makan', 'semua', 'enak']","['baik', 'enak']"
"['semua', 'fasilitas', 'tentu', 'aman', 'nyaman']",['nyaman']
"['makan', 'enak', 'menu', 'lengkap', 'layan', 'muas']",['enak']
"['sarap', 'enak', 'banyak', 'pilih', 'kamar', 'nyaman', 'halte', 'trans', 'lengkap', 'kalau', 'gampang']","['enak', 'nyaman', 'halte', 'trans', 'gampang']"
"['makan', 'enak', 'layan', 'ramah', 'baik', 'seluruh']","['enak', 'ramah', 'baik']"
"['layan', 'makan', 'sangat', 'baik', 'terima', 'kasih', 'lena', 'layan', 'sangat', 'ramah']","['baik', 'ramah']"
"['luar', 'biasa', 'lezat', 'segar', 'hotel', 'pernah', 'dapat']",['lezat']
"['rapi', 'empuk', 'sangat', 'jadi', 'rebah', 'terus', 'kamar', 'nyaman', 'wangi', 'jangan', 'khawatir', 'alat', 'mandi', 'lengkap', 'jadi', 'khawatir', 'kalau', 'jalan', 'bisnis']","['nyaman', 'wangi', 'khawatir', 'khawatir']"
"['bintang', 'satu', 'tugas', 'pagi', 'janji', 'tamu', 'hotel', 'depan', 'baru', 'datang', 'langsung', 'bentak', 'suruh', 'padahal', 'tamu', 'depan', 'untung', 'tamu']","['janji', 'bentak', 'untung']"
"['tempat', 'kamar', 'layan', 'manis', 'sangat', 'bagus']",['bagus']
"['enak', 'banyak', 'pilih', 'giat', 'banyak', 'kamar']",['enak']
"['banget', 'sini']",[]
"['serasa', 'rumah', 'sendiri', 'layan', 'baik']",['baik']
"['layan', 'sangat', 'baik', 'makan', 'enak', 'enak', 'layan', 'ramah']","['baik', 'enak', 'enak', 'ramah']"
"['makan', 'enak', 'cukup', 'agam', 'banyak', 'makan', 'tradisional', 'bagi', 'minum', 'agam', 'jenis', 'jamu', 'hingga', 'kopi', 'sedia', 'ramah', 'baik', 'sekali', 'lihat', 'piring', 'kotor', 'langsung', 'angkut']","['enak', 'ramah', 'baik', 'angkut']"
"['makan', 'enak', 'semua', 'layan', 'pegawai', 'ramah', 'semua', 'tempat', 'bersih', 'langgan', 'tiap', 'tahun', 'hotel']","['enak', 'ramah', 'bersih']"
"['layan', 'ramah', 'kualitas', 'bagus', 'fasilitas', 'muas', 'banget']","['ramah', 'bagus']"
"['kamar', 'pertama', 'kali', 'masuk', 'pengap', 'lembab', 'lama', 'pakai', 'kamar', 'mandi', 'terlalu', 'bersih', 'makan', 'layan', 'baik']","['pengap', 'lembab', 'bersih', 'baik']"
"['kamar', 'baik', 'puas', 'inap', 'atas', 'layan']","['baik', 'puas']"
"['sini', 'jangan', 'hotel', 'bintang', 'tembok', 'bayar', 'mahal', 'liat', 'tembok', 'sedih', 'rasa', 'stok', 'tisu', 'kamar']","['sedih', 'stok', 'tisu']"
"['sarap', 'enak', 'kamar', 'nyaman', 'mbak', 'gita']","['enak', 'nyaman']"
"['sarap', 'lumayan', 'banyak', 'pilih', 'utama', 'buah', 'mungkin', 'tambah', 'jenis', 'nanas']",['nanas']
"['beberapa', 'kali', 'malam', 'layan', 'selalu', 'ramah', 'kamar', 'bersih', 'sarap', 'enak', 'semua', 'banyak', 'varian', 'makan', 'tradisional', 'banyak', 'enak', 'enak', 'layan', 'bagus', 'ramah', 'terima']","['ramah', 'bersih', 'enak', 'enak', 'enak', 'bagus', 'ramah']"
"['pertama', 'kali', 'inap', 'hotel', 'kesan', 'muas', 'lokasi', 'strategis', 'kota', 'dekat', 'plaza', 'layan', 'ramah', 'proses', 'sangat', 'cepat', 'kamar', 'bersih', 'modern', 'nyaman']","['ramah', 'bersih', 'nyaman']"
"['tempat', 'inap', 'senang', 'sarap', 'menu', 'agam', 'menu', 'jajan', 'pasar', 'otentik', 'sangat', 'rekomendasi', 'libur']","['senang', 'otentik']"
"['suasana', 'sangat', 'bagus', 'kamar', 'buat', 'nyaman', 'layan', 'sangat', 'ramah', 'makan', 'saji', 'enak', 'lezat']","['bagus', 'nyaman', 'ramah', 'enak', 'lezat']"
"['sini', 'cuma', 'jadi', 'cuma', 'lokasi', 'sangat', 'strategis', 'tengah', 'tengah', 'kota', 'pinggir', 'jalan', 'utama', 'bagi', 'informasi', 'sangat', 'ramah']",['ramah']
"['alam', 'inap', 'sini', 'muas', 'fasilitas', 'kamar', 'lengkap', 'nyaman', 'semua', 'fungsi', 'baik', 'kendala', 'lama', 'inap', 'area', 'parkir', 'luas', 'pada', 'jadi', 'perlu', 'khawatir', 'bawa', 'kendara']","['nyaman', 'baik', 'khawatir', 'kendara']"
"['beri', 'layan', 'baik', 'makan', 'enak', 'waktu', 'sarap', 'mbak']","['baik', 'enak']"
"['lokasi', 'bagus', 'pusat', 'kota', 'makan', 'kurang', 'enak', 'tarik', 'utama', 'bagi', 'nasi', 'buah']","['bagus', 'enak']"
"['layan', 'bagus', 'enak', 'lantai', 'betul', 'jadi', 'suasana', 'enak', 'makan', 'enak', 'semua', 'coba', 'buka', 'puasa']","['bagus', 'enak', 'enak', 'enak']"
"['ruang', 'kamar', 'nyaman', 'bersih', 'lengkap', 'enak']","['nyaman', 'bersih', 'enak']"
"['masakan', 'variatif', 'banget', 'layan', 'cepat', 'tanggap', 'banget', 'sama', 'bersih', 'meja', 'tamu']",['bersih']
"['layan', 'bagus', 'masakan', 'enak']","['bagus', 'enak']"
"['hotel', 'bagus', 'semua', 'masakan', 'enak', 'sekali', 'menu', 'variatif', 'ramah', 'anak', 'semua']","['bagus', 'enak', 'ramah']"
"['sekali', 'sedia', 'banyak', 'varian', 'sini', 'tempat', 'nyaman', 'adem']",['nyaman']
"['sangat', 'nyaman', 'tempat', 'sangat', 'strategis']",['nyaman']
"['sangat', 'alam', 'inap', 'hotel', 'mulai', 'layan', 'ramah', 'profesional', 'hingga', 'suasana', 'nyaman', 'elegan', 'semua', 'sempurna', 'kamar', 'tempat', 'sangat', 'bersih']","['ramah', 'nyaman', 'sempurna', 'bersih']"
"['sangat', 'bagus', 'bantu', 'lena', 'kamar', 'bagus', 'bersih', 'suasana', 'tenang', 'makan', 'enak', 'menu', 'cukup', 'variatif']","['bagus', 'bagus', 'bersih', 'enak']"
"['bagus', 'nyaman', 'tempat']","['bagus', 'nyaman']"
"['makan', 'pagi', 'saji', 'rasa', 'enak', 'semua', 'fasilitas', 'semua']",['enak']
"['makan', 'cuma', 'kurang', 'banyak', 'menu', 'kamar', 'bintang', 'kurang', 'lengkap', 'setrika']",[]
"['tempat', 'nyaman', 'makanya', 'enak', 'buat', 'giat', 'bantu', 'lena']","['nyaman', 'makanya', 'enak']"
"['letak', 'strategis', 'layan', 'baik', 'sarap', 'enak']","['baik', 'enak']"
"['kamar', 'nyaman', 'bersih', 'layan', 'mantap', 'makan', 'luar', 'biasa', 'enak']","['nyaman', 'bersih', 'enak']"
"['layan', 'sangat', 'bagus', 'sangat', 'ramah', 'kamar', 'rapi', 'bersih', 'bersih', 'makan', 'enak']","['bagus', 'ramah', 'bersih', 'bersih', 'enak']"
"['muas', 'menu', 'lengkap', 'lezat']",['lezat']
"['hotel', 'bintang', 'makan', 'enak', 'bagus', 'sayang', 'kurang', 'dingin', 'jadi', 'panas', 'sangat', 'datang', 'sedikit', 'kotor', 'jadi', 'bikin', 'gatal', 'kulit']","['enak', 'bagus', 'kulit']"
"['enak', 'layan', 'mbak', 'sangat', 'baik']","['enak', 'baik']"
"['makan', 'enak', 'layan', 'bagus', 'kamar', 'rokok', 'rokok', 'kamar', 'lambat', 'banget', 'jernih', 'kabur', 'bintik']","['enak', 'bagus', 'bintik']"
"['kunjung', 'lantai', 'menu', 'saji', 'sangat', 'agam', 'tarik', 'layan', 'ikan', 'sangat', 'bagus', 'sangat', 'buat', 'kalian', 'coba']",['bagus']
"['sini', 'keluarga', 'dekat', 'lokasi', 'sangat', 'strategis', 'pusat', 'kota', 'solo', 'pusat', 'tempat', 'belanja', 'area', 'selalu', 'rame', 'pinggir', 'utama', 'tempat', 'acara', 'tamu', 'undang', 'sistem']",[]
"['luas', 'bersih', 'nyaman', 'buat', 'santa', 'kamar', 'cukup', 'baik', 'tempat', 'tidur', 'rapi', 'banget', 'kamar', 'mandi', 'bersih', 'inap', 'kendala', 'puas', 'pokok']","['bersih', 'nyaman', 'baik', 'bersih', 'puas']"
"['hotel', 'menu', 'enak', 'enak', 'semua']","['enak', 'enak']"
"['kamar', 'cukup', 'muas', 'layan', 'makan', 'sangat', 'variatif', 'rasa', 'muas']",[]
"['layan', 'sangat', 'ramah', 'kamar', 'luas', 'bersih', 'lokasi', 'strategis', 'dekat', 'hotel', 'banyak', 'jual', 'makan', 'tempat']","['ramah', 'bersih', 'jual']"
"['salah', 'satu', 'hotel', 'lokasi', 'cukup', 'strategis', 'cocok', 'tamu', 'inap', 'tempat', 'dekat', 'tempat', 'wisata', 'tempat', 'makan', 'lokasi', 'rawan', 'macet']",['rawan']
"['kamar', 'nyaman', 'menu', 'sarap', 'enak']","['nyaman', 'enak']"
"['layan', 'baik', 'sarap', 'tepat', 'waktu', 'baik']","['baik', 'baik']"
"['lokasi', 'strategis', 'dekat', 'pusat', 'kota', 'tempat', 'tempat', 'wisata', 'kamar', 'sangat', 'nyaman', 'bersih', 'rapi', 'fasilitas', 'hotel', 'sangat', 'lengkap', 'layan', 'staf', 'hotel', 'sangat', 'ramah', 'profesional', 'sangat', 'bantu', 'selalu']","['nyaman', 'bersih', 'ramah']"
"['hotel', 'lumayan', 'mewah', 'sayang', 'kamar', 'kelas', 'superior', 'bagi', 'teras', 'hadap', 'tembok', 'ganti', 'minta', 'kamar', 'mandi', 'aroma', 'pesing', 'nyala', 'servis']","['teras', 'pesing']"
"['makan', 'menu', 'banyak', 'variasi', 'nyala', 'makan', 'panas', 'suasa']",['suasa']
"['layan', 'sangat', 'baik', 'sarap', 'menu', 'agam', 'semua', 'enak', 'rekomendasi', 'libur']","['baik', 'enak']"
"['orang', 'rental', 'sedang', 'tunggu', 'hotel', 'kantin', 'khusus', 'cuma', 'karyawan', 'cari', 'makan', 'minum', 'keluar', 'jauh', 'kantin', 'hotel', 'khusus', 'karyawan']",['rental']
"['hotel', 'dekat', 'kampus', 'meter', 'hotel', 'nyaman', 'makan', 'enak', 'variatif', 'menu', 'pokok']","['kampus', 'nyaman', 'enak']"
"['makan', 'restoran', 'lumayan', 'variasi', 'kolam', 'renang', 'kamar', 'lumayan', 'bersih', 'lengkap', 'hotel', 'bintang', 'layan', 'bintang']",['bersih']
"['tempat', 'strategis', 'fasilitas', 'layan', 'terus', 'tingkat', 'layan', 'muas', 'masyarakat']",['masyarakat']
"['varian', 'sarap', 'tambah', 'datang', 'jadi', 'penuh', 'sama', 'orang', 'kantor', 'acara', 'susah', 'banget', 'cari', 'tempat', 'duduk', 'kendala', 'balik', 'acara', 'akses', 'pintu', 'mati', 'semua', 'jadi', 'turun']",['turun']
"['layan', 'menu', 'sarap', 'sangat', 'sangat', 'bantu', 'layan', 'ramah', 'tania']",['ramah']
"['layan', 'buka', 'puasa', 'sangat', 'kecewa', 'sejak', 'langsung', 'lokasi', 'pilih', 'tempat', 'orang', 'nyata', 'pindah', 'tempat', 'pojok']",['kecewa']
"['menu', 'sarap', 'sini']",[]
"['menu', 'lengkap', 'variasi', 'rasa', 'enak']",['enak']
"['layan', 'kamar', 'bersih', 'makan', 'luar', 'biasa', 'senang', 'tahan']","['bersih', 'senang']"
"['layan', 'bagus', 'makan', 'enak', 'kamar', 'bersih', 'nyaman', 'mbak', 'lombok']","['bagus', 'enak', 'bersih', 'nyaman']"
"['banyak', 'pilih', 'enak', 'semua', 'bantu', 'lena']",['enak']
"['fasilitas', 'layan', 'layak', 'hotel', 'bintang', 'akses', 'area', 'parkir', 'sempit', 'hampir', 'baru', 'kamar', 'kualitas', 'kurang', 'kamar', 'mandi', 'utama', 'sempit']",[]
"['tempat', 'nyaman', 'bagus', 'bersih', 'makan', 'enak', 'layan', 'ramah']","['nyaman', 'bagus', 'bersih', 'enak', 'ramah']"
"['fasilitas', 'pada', 'layan', 'ramah']",['ramah']
"['inap', 'sini', 'lama', 'hari', 'luar']",[]
"['nyaman', 'ramah', 'makan', 'enak', 'hotel', 'akses', 'mudah', 'dekat', 'jalan', 'raya', 'milik', 'parkir', 'luas', 'dingin', 'saran', 'mungkin', 'suka', 'pusat', 'mungkin', 'pakai', 'kemeja', 'lengan', 'panjang', 'atau', 'jaket', 'bila', 'perlu']","['nyaman', 'ramah', 'enak', 'kemeja', 'lengan', 'jaket']"
"['malam', 'kesan', 'atas']",[]
"['menu', 'agam', 'banyak', 'makan', 'enak', 'layan', 'sangat', 'ramah']","['enak', 'ramah']"
"['layan', 'sigap', 'sangat', 'ramah', 'sopan', 'unjung', 'tempat', 'strategis']",['ramah']
"['menu', 'makan', 'sangat', 'lengkap', 'enak', 'bagai', 'makan', 'menu', 'lokal', 'banyak', 'pilih', 'kudap']","['enak', 'kudap']"
"['parah', 'iftar', 'piring', 'tigas', 'malah', 'senyum', 'lalu', 'kabur', 'kabur', 'piring', 'hotel', 'bantu', 'padahal', 'jauh', 'jauh', 'hari', 'sampai', 'enak', 'hati']","['tigas', 'enak', 'hati']"
"['parkir', 'motor', 'aman', 'padahal', 'gedung', 'uang', 'receh', 'hampir', 'penuh', 'dasbor', 'motor', 'habis', 'sisa', 'curi', 'semua', 'motor', 'teman', 'buka', 'susah']","['uang', 'receh', 'dasbor', 'curi']"
"['sangat', 'puas', 'atas', 'segala', 'fasilitas', 'layan', 'hotel', 'suasana', 'kamar', 'suasana', 'hotel', 'tarik', 'layan', 'sangat', 'ramah', 'mulai', 'hingga', 'mohon', 'selalu', 'terus', 'tingkat']","['puas', 'ramah']"
"['layan', 'ramah', 'suka', 'sekali', 'enak']","['ramah', 'enak']"
"['makan', 'enak', 'enak', 'layan', 'ramah', 'hotel', 'bersih', 'wangi', 'nyaman']","['enak', 'enak', 'ramah', 'bersih', 'wangi', 'nyaman']"
"['layan', 'restoran', 'sangat', 'muas', 'makan', 'minum', 'cukup', 'lengkap', 'rasa', 'enak']",['enak']
"['hotel', 'nyaman', 'kerja', 'libur', 'sama', 'keluarga', 'kamar', 'nyaman', 'layan', 'sangat', 'muas']","['nyaman', 'nyaman']"
"['sarap', 'enak', 'terima', 'kasih', 'semua', 'layan', 'beri', 'rasa', 'puas']","['enak', 'puas']"
"['inap', 'kamar', 'dapat', 'kamar', 'mandi', 'tutup', 'tirai', 'coba', 'bagai', 'atur', 'tetap', 'keluar', 'area', 'genang', 'area', 'kloset', 'duduk', 'kering', 'seperti', 'area', 'perlu', 'desain', 'ulang']",['kering']
"['mantap', 'kamar', 'sarap', 'lumayan', 'agam']",[]
"['kamar', 'bersih', 'layan', 'baik', 'makan', 'lengkap', 'bukan', 'pertama', 'kali', 'inap', 'sini', 'selalu', 'puas']","['bersih', 'baik', 'puas']"
"['kamar', 'desain', 'semi', 'klasik', 'rapi', 'bersih', 'restoran', 'saji', 'masakan', 'terima', 'kasih']","['semi', 'bersih']"
"['proses', 'hampir', 'kamar', 'proses', 'siap', 'kamar']",[]
"['waktu', 'baru', 'masuk', 'harum', 'ruang', 'terlalu', 'pekat', 'seperti', 'kalau', 'rang', 'lebih', 'nyaman']","['harum', 'pekat', 'nyaman']"
"['sarap', 'enak', 'sangat', 'lengkap', 'lama', 'tugas', 'sarap', 'hotel', 'bosan', 'layan', 'lena', 'sangat', 'senang', 'berapa', 'sini']","['enak', 'senang', 'berapa']"
"['sarap', 'nikmat', 'lezat', 'bantu', 'mbak', 'lena']",['lezat']
"['makan', 'enak', 'layan', 'bagus']","['enak', 'bagus']"
"['sini', 'mantap', 'banget', 'harga', 'layan', 'ramah', 'banget', 'arah', 'makan', 'semua', 'tahun', 'depan']",['ramah']
"['kamar', 'nyaman', 'luas', 'banyak', 'variasi', 'menu', 'layan', 'ramah', 'cocok', 'keluarga', 'santa', 'bersih', 'kamar', 'perlu', 'tingkat']","['nyaman', 'ramah', 'bersih']"
"['semur', 'daging', 'enak', 'bantu', 'mbak', 'lena']","['semur', 'enak']"
"['bagus', 'layan', 'makan', 'banget', 'buat', 'libur']",['bagus']
"['layan', 'baik', 'kamar', 'bersih', 'nyaman', 'sangat', 'ramah', 'makan', 'enak', 'terima', 'kasih']","['baik', 'bersih', 'nyaman', 'ramah', 'enak']"
"['inap', 'acara', 'lokasi', 'pusat', 'kota', 'jadi', 'kamar', 'sangat', 'nyaman', 'proses', 'kendala', 'langsung', 'masuk', 'kamar', 'lanjut', 'acara', 'fasilitas', 'ruang']",['nyaman']
"['sarap', 'pagi', 'sangat', 'enak', 'layan', 'sangat', 'bagus']","['enak', 'bagus']"
"['makan', 'variatif', 'enak', 'kolam', 'renang', 'bersih', 'kamar', 'bersih', 'kamar', 'mandi', 'kolam', 'kurang', 'bersih', 'sama', 'lama', 'over', 'bagus']","['enak', 'bersih', 'bersih', 'bersih', 'over', 'bagus']"
"['kondisi', 'kamar', 'bersih', 'nyaman', 'istirahat', 'terlalu', 'dingin']","['bersih', 'nyaman', 'istirahat']"
"['sarap', 'enak', 'variasi', 'makan', 'lengkap', 'kondisi', 'kamar', 'nyaman']","['enak', 'nyaman']"
"['sarap', 'mantap', 'enak', 'layan', 'lena']",['enak']
"['kamar', 'nyaman', 'makan', 'banyak', 'pilih', 'enak']","['nyaman', 'enak']"
"['sini', 'malam', 'order', 'pilih', 'balkon', 'kasi', 'nyata', 'sesuai', 'komplain', 'akhir', 'kamar', 'sesuai', 'awal', 'pindah', 'nyata', 'kamar']","['kasi', 'sesuai', 'sesuai']"
"['inap', 'sini', 'layan', 'baik', 'sekali', 'enak', 'semua', 'kamar', 'nyaman']","['baik', 'enak', 'nyaman']"
"['awal', 'mula', 'pilih', 'pikir', 'sama', 'malang', 'solo', 'nyata', 'beda', 'jauh', 'pertama', 'sana', 'kamar', 'sesuai', 'pesan', 'pesan']","['mula', 'pikir', 'malang', 'sesuai']"
"['alam', 'tiba', 'hotel', 'sebut', 'sambut', 'baik', 'front', 'layan', 'sangat', 'baik']","['baik', 'baik']"
"['layan', 'ramah', 'sopan', 'kamar', 'bersih', 'nyaman', 'lengkap', 'variasi', 'menu', 'sarap', 'agam', 'terima', 'kasih']","['ramah', 'bersih', 'nyaman']"
"['layan', 'dana', 'makan', 'enak', 'sesuai', 'putus', 'inap', 'tahan', 'tingkat', 'biar', 'tambah', 'senang', 'konsumen', 'kasih']","['dana', 'enak', 'sesuai', 'putus', 'senang']"
"['hotel', 'bagus', 'kamar', 'bagus', 'punya', 'lahan', 'parkir', 'gabung', 'parkir', 'hotel', 'area', 'parkir', 'mobil', 'hotel', 'sempit', 'sekali', 'amburadul', 'sudut', 'kelok', 'tajam', 'satpam', 'jaga', 'parkir', 'beberapa', 'gagah']","['bagus', 'bagus', 'lahan', 'gabung', 'amburadul', 'kelok', 'tajam', 'gagah']"
"['fasilitas', 'bintang', 'banget', 'kolam', 'renang', 'lumayan', 'panjang', 'dalem', 'bersih', 'lengkap', 'beban', 'luas', 'banyak', 'kursi', 'banget', 'pokok', 'buat', 'parkir', 'luas']","['dalem', 'bersih', 'beban']"
"['lokasi', 'hotel', 'dekat', 'mana', 'staf', 'muas', 'salam', 'sapa', 'restoran', 'rekomendasi', 'tempat', 'wisata', 'mantap', 'lengkap']",[]
"['pertama', 'datang', 'hotel', 'sambut', 'bawa', 'barang', 'barang', 'koper', 'bawa', 'kamar', 'order', 'kamar', 'ranjang', 'kasih', 'malah', 'komplain']",['ranjang']
"['inap', 'kesan', 'hari', 'pertama', 'kecewa', 'pesan', 'kamar', 'kasur', 'kasi', 'nyata', 'kasur']","['kecewa', 'kasi']"
"['makan', 'enak', 'enak', 'tempat', 'kalau', 'malam', 'tambah', 'romantis']","['enak', 'enak']"
"['suasana', 'tenang', 'makan', 'enak', 'lidah']",['enak']
"['layan', 'restoran', 'bagus', 'jaga', 'sehat', 'terampil', 'layan', 'kesan', 'makan', 'enak', 'enak']","['bagus', 'terampil', 'enak', 'enak']"
"['hari', 'pertama', 'datang', 'malam', 'hari', 'capek', 'habis', 'jalan', 'naik', 'kereta', 'waktu', 'masuk', 'kamar', 'udara', 'rasa', 'enak', 'bikin', 'tenggorok', 'sakit', 'bersin', 'batuk', 'terus', 'telpon', 'resepsionis', 'minta', 'pindah', 'kamar']","['capek', 'udara', 'enak', 'tenggorok', 'bersin', 'batuk']"
"['makan', 'enak', 'menu', 'lengkap', 'mungkin', 'tambah', 'lauk', 'pedas', 'biar', 'variatif', 'terima', 'kasih']",['enak']
"['ramah', 'ramah', 'kamar', 'nyaman', 'banget', 'paling', 'sarap', 'enak', 'enak']","['ramah', 'ramah', 'nyaman', 'enak', 'enak']"
"['beberapa', 'masuk', 'tambah', 'lampu', 'utama', 'meja', 'mudah', 'baca', 'kerja']",[]
"['makan', 'enak', 'kamar', 'nyaman', 'guling', 'dekat', 'kota', 'neng', 'banget', 'sama', 'layan']","['enak', 'nyaman']"
"['layan', 'sangat', 'baik', 'ramah', 'tambah', 'menu', 'sarap', 'lengkap', 'buat', 'nikmat', 'rasa', 'betah', 'tinggal', 'lama']","['baik', 'ramah']"
"['hotel', 'strategis', 'makan', 'enak', 'fasilitas', 'lengkap', 'karyawan', 'hotel', 'sangat', 'responsif']","['enak', 'responsif']"
"['layan', 'baik', 'layan', 'sarap', 'pagi', 'baik']","['baik', 'baik']"
"['layan', 'cukup', 'baik', 'cukup', 'agam', 'cukup', 'enak']","['baik', 'enak']"
"['kamar', 'nyaman', 'layan', 'bagus', 'makan', 'enak']","['nyaman', 'bagus', 'enak']"
"['lama', 'panas', 'pintu', 'tutup', 'rapat', 'fasilitas', 'aman', 'guna', 'baik', 'hilang']",['baik']
"['hotel', 'bersih', 'ramah', 'kulkas', 'dingin', 'beku', 'sangat', 'simpan', 'makan', 'kalau', 'sini', 'ukur', 'kasur', 'sangat', 'besar', 'banding', 'hotel']","['bersih', 'ramah', 'beku']"
"['muas', 'bersih', 'ramah', 'makan', 'lezat', 'terima', 'kasih', 'mbak', 'ramah', 'sekali']","['bersih', 'ramah', 'lezat', 'ramah']"
"['inap', 'sini', 'lumayan', 'puas', 'lebih', 'rasa', 'layan', 'baik', 'lokasi', 'jalan', 'utama', 'akses', 'mudah', 'parkir', 'luas', 'variasi', 'kolam', 'renang', 'bagus', 'strategis', 'dekat', 'pusat', 'belanja']","['puas', 'baik', 'bagus']"
"['inap', 'sini', 'rangka', 'acara', 'kantor', 'lama', 'malam', 'kelas', 'hotel', 'bintang', 'kalah', 'jauh', 'hotel', 'bintang', 'area', 'lokasi', 'sama']",['kalah']
"['layan', 'sangat', 'ramah', 'profesional', 'pokok', 'tugas', 'sangat', 'bantu', 'sekali', 'muas']",['ramah']
"['hari', 'sini', 'sangat', 'nyaman', 'dingin', 'cukup', 'cukup', 'tanggap', 'ubah', 'makan', 'sangat', 'variasi', 'tiap', 'hari', 'ganti', 'menu', 'makan', 'siang', 'bumbu', 'makan', 'sangat', 'rasa']",['nyaman']
"['sarap', 'lebih', 'awal', 'mulai', 'sangat', 'bantu', 'agenda', 'tempat', 'lain', 'layan', 'sangat', 'baik', 'terima', 'kasih']","['agenda', 'baik']"
"['layan', 'ramah', 'tempat', 'nyaman', 'menu', 'sarap', 'enak', 'enak', 'bantu', 'lena']","['ramah', 'nyaman', 'enak', 'enak']"
"['sarap', 'belum', 'selalu', 'enak', 'enak', 'alat', 'lumayan', 'lengkap', 'tempat', 'strategis']","['enak', 'enak']"
"['sangat', 'kecewa', 'tanggal', 'bela', 'bain', 'datang', 'tempat', 'konfirmasi', 'hari', 'kaget', 'sangat', 'posisi', 'pindah', 'pojok', 'belakang', 'sempit', 'konfirmasi', 'sangat', 'profesional']","['kecewa', 'bela', 'bain']"
"['layan', 'baik', 'hidang', 'sangat', 'lengkap']",['baik']
"['bagus', 'nilai', 'buat', 'nama', 'lena']",['bagus']
"['tempat', 'nyaman', 'parkir', 'luas', 'banget', 'pokok']",['nyaman']
"['kamar', 'sangat', 'bagus', 'makan', 'mantap', 'rekomendasi', 'banget', 'sini']",['bagus']
"['makan', 'pagi', 'sangat', 'enak', 'daging', 'sama', 'tahu', 'enak', 'nasi', 'goreng', 'cabai', 'hijau']","['enak', 'enak', 'cabai']"
"['makan', 'layan', 'terima', 'kasih']",[]
"['hotel', 'ragu', 'fasilitas', 'banget']",[]
"['ramah', 'sangat', 'sini', 'lagi']",['ramah']
"['kamar', 'sangat', 'panas', 'blower', 'sangat', 'kencang', 'rasa', 'dingin', 'freon', 'entah', 'cuaca', 'sangat', 'panas', 'ubah', 'suhu']","['kencang', 'freon']"
"['kamar', 'bersih', 'bagus', 'makan', 'lumayan', 'enak', 'terlalu', 'matang']","['bersih', 'bagus', 'enak']"
"['tempat', 'keluarga', 'makan', 'super', 'enak', 'ramah', 'mbak', 'banyak', 'bantu', 'lama', 'sini']","['enak', 'ramah']"
"['makan', 'enak', 'layan', 'tahan']",['enak']
"['tempat', 'nyaman', 'bersih', 'makan', 'sangat', 'variatif', 'tiap', 'hari', 'enak']","['nyaman', 'bersih', 'enak']"
