normalized,filtered
"['halal', 'bihalal', 'kali', 'ini', 'pake', 'venue', 'di', 'hotel', 'ini', 'mulai', 'dari', 'f', 'b', 'dan', 'ruangan', 'its', 'all', 'good', 'semua', 'disediakan', 'dengan', 'sangat', 'baik', 'sukaaaak']","['halal', 'bihalal', 'kali', 'pake', 'venue', 'hotel', 'mulai', 'f', 'b', 'ruangan', 'its', 'all', 'good', 'semua', 'disediakan', 'sangat', 'baik', 'sukaaaak']"
"['room', 'spacious', 'breakfast', 'lengkap', 'ada', 'gudeg', 'dan', 'mie', 'ayam', 'swimming', 'pool', 'juga', 'oke', 'pelayanan', 'ramah']","['room', 'spacious', 'breakfast', 'lengkap', 'gudeg', 'mie', 'ayam', 'swimming', 'pool', 'oke', 'pelayanan', 'ramah']"
"['staycation', 'berdua', 'di', 'sini', 'berasa', 'honeymoon', 'suasananya', 'tenang', 'lighting', 'kamar', 'romantis', 'banget']","['staycation', 'berdua', 'sini', 'berasa', 'honeymoon', 'suasananya', 'tenang', 'lighting', 'kamar', 'romantis', 'banget']"
"['kamar', 'sangat', 'luar', 'biasa', 'pelayanan', 'semua', 'dengan', 'ramah', 'serta', 'lokasinya', 'dekat', 'dengan', 'perbelanjaan', 'semoga', 'selalu', 'melayani', 'dengan', 'hati', 'terus', 'dan', 'rejekinya', 'mengalir', 'terus', 'dan', 'berkah']","['kamar', 'sangat', 'luar', 'biasa', 'pelayanan', 'semua', 'ramah', 'lokasinya', 'dekat', 'perbelanjaan', 'semoga', 'selalu', 'melayani', 'hati', 'terus', 'rejekinya', 'mengalir', 'terus', 'berkah']"
"['roomsnya', 'kurang', 'oke', 'kalo', 'dibilang', 'bintang', 'biasanya', 'kalo', 'bintang', 'ada', 'hair', 'dryer', 'tapi', 'makannya', 'enak', 'bervariasiiii']","['roomsnya', 'kurang', 'oke', 'kalo', 'dibilang', 'bintang', 'biasanya', 'kalo', 'bintang', 'hair', 'dryer', 'makannya', 'enak', 'bervariasiiii']"
"['kamar', 'luas', 'dan', 'bersih', 'sarapan', 'enak', 'banyak', 'pilihan', 'semua', 'staf', 'hotel', 'ramah', 'lokasi', 'hotel', 'dekat', 'pusat', 'perbelanjaan', 'kalau', 'ke', 'jogja', 'pasti', 'nginap', 'lagi', 'disini']","['kamar', 'luas', 'bersih', 'sarapan', 'enak', 'banyak', 'pilihan', 'semua', 'staf', 'hotel', 'ramah', 'lokasi', 'hotel', 'dekat', 'pusat', 'perbelanjaan', 'kalau', 'jogja', 'nginap', 'disini']"
"['kamar', 'oke', 'sesuai', 'ekspektasi', 'pelayanan', 'sigap', 'dan', 'staff', 'sangat', 'membantu', 'terima', 'kasih']","['kamar', 'oke', 'sesuai', 'ekspektasi', 'pelayanan', 'sigap', 'staff', 'sangat', 'membantu', 'terima', 'kasih']"
"['nice', 'place', 'to', 'stay', 'in', 'jogja', 'kamar', 'cukup', 'luas', 'proses', 'check', 'in', 'check', 'out', 'cepat', 'menu', 'breakfast', 'ok', 'bervariasi', 'tiap', 'harinya', 'tapi', 'tolong', 'petugas', 'di', 'area', 'breakfast', 'ditambah', 'krn', 'buat', 'bersihin', 'meja', 'harus', 'nunggu', 'lama', 'kolam', 'renang', 'cukup', 'luas']","['nice', 'place', 'to', 'stay', 'in', 'jogja', 'kamar', 'cukup', 'luas', 'proses', 'check', 'in', 'check', 'out', 'cepat', 'menu', 'breakfast', 'bervariasi', 'tiap', 'harinya', 'petugas', 'area', 'breakfast', 'ditambah', 'krn', 'buat', 'bersihin', 'meja', 'nunggu', 'lama', 'kolam', 'renang', 'cukup', 'luas']"
"['lokasi', 'sangat', 'strategis', 'dekat', 'mall', 'dan', 'pusat', 'perbelanjaan', 'fasilitas', 'sangat', 'bagus', 'kamar', 'bersih', 'makanan', 'enak', 'dan', 'banyak', 'variasi', 'pelayananannya', 'juga', 'oke', 'banget', 'karyawan', 'ramah', 'dan', 'helpfull']","['lokasi', 'sangat', 'strategis', 'dekat', 'mall', 'pusat', 'perbelanjaan', 'fasilitas', 'sangat', 'bagus', 'kamar', 'bersih', 'makanan', 'enak', 'banyak', 'variasi', 'pelayananannya', 'oke', 'banget', 'karyawan', 'ramah', 'helpfull']"
"['stay', 'disini', 'sudah', 'yang', 'ketiga', 'kali', 'ya', 'kamar', 'bersih', 'dan', 'luas', 'amenities', 'lengkap', 'staf', 'ramah', 'dan', 'responsif', 'akses', 'sangat', 'strategis', 'krn', 'di', 'pusat', 'kota', 'rate', 'terjangkau', 'dan', 'saya', 'accor', 'membership', 'juga', 'f', 'b', 'enak', 'dan', 'variatif', 'terima', 'kasih', 'juga', 'untuk', 'mba', 'manis', 'atas', 'pelayanannya', 'yang', 'fast', 'response']","['stay', 'disini', 'ketiga', 'kali', 'kamar', 'bersih', 'luas', 'amenities', 'lengkap', 'staf', 'ramah', 'responsif', 'akses', 'sangat', 'strategis', 'krn', 'pusat', 'kota', 'rate', 'terjangkau', 'accor', 'membership', 'f', 'b', 'enak', 'variatif', 'terima', 'kasih', 'mba', 'manis', 'atas', 'pelayanannya', 'fast', 'response']"
"['secara', 'desain', 'interior', 'hotelnya', 'memang', 'bisa', 'dibilang', 'oldschool', 'tidak', 'se', 'modern', 'hotel', 'yang', 'baru', 'dibangun', 'era', 'sekarang', 'tapi', 'pelayanannya', 'memuaskan', 'stafnya', 'ramah', 'dan', 'kamarnya', 'juga', 'bersih', 'secara', 'lokasipun', 'dia', 'tidak', 'di', 'lokasi', 'yang', 'padat', 'hotel', 'sehingga', 'bisa', 'merasakan', 'menjadi', 'penduduk', 'lokal']","['desain', 'interior', 'hotelnya', 'memang', 'dibilang', 'oldschool', 'se', 'modern', 'hotel', 'baru', 'dibangun', 'era', 'sekarang', 'pelayanannya', 'memuaskan', 'stafnya', 'ramah', 'kamarnya', 'bersih', 'lokasipun', 'lokasi', 'padat', 'hotel', 'merasakan', 'menjadi', 'penduduk', 'lokal']"
"['tempat', 'di', 'jalan', 'utama', 'mudah', 'diakses', 'didepan', 'hotel', 'banyak', 'toko', 'dan', 'juga', 'angkringan', 'dekat', 'dengan', 'rumah', 'sakit', 'pelayanan', 'baik', 'kamar', 'bersih', 'ruang', 'pertemuan', 'besar', 'dan', 'bersih', 'makanan', 'sangat', 'beragam', 'dan', 'selalu', 'ada', 'menu', 'sup', 'hangat']","['tempat', 'jalan', 'utama', 'mudah', 'diakses', 'didepan', 'hotel', 'banyak', 'toko', 'angkringan', 'dekat', 'rumah', 'sakit', 'pelayanan', 'baik', 'kamar', 'bersih', 'ruang', 'pertemuan', 'besar', 'bersih', 'makanan', 'sangat', 'beragam', 'selalu', 'menu', 'sup', 'hangat']"
"['all', 'the', 'best', 'terutama', 'waitress', 'kak', 'silkia', 'di', 'grand', 'mercure', 'yogya', 'adisucipto', 'pelayanannya', 'the', 'best', 'ramah', 'dan', 'sigap', 'dalam', 'pelayanannya']","['all', 'the', 'best', 'terutama', 'waitress', 'kak', 'silkia', 'grand', 'mercure', 'yogya', 'adisucipto', 'pelayanannya', 'the', 'best', 'ramah', 'sigap', 'pelayanannya']"
"['hotel', 'yang', 'dekat', 'dengan', 'bandara', 'adi', 'sucipto', 'yogyakarta', 'dari', 'dalam', 'kamar', 'atau', 'restonya', 'bisa', 'melihat', 'view', 'gunung', 'merapi', 'bila', 'kondisi', 'cerah', 'fasilitasnya', 'lengkap', 'ada', 'tpat', 'gym', 'dan', 'kolam', 'renang', 'cuma', 'lebih', 'lengkap', 'kalau', 'ada', 'kolam', 'jacuzzi']","['hotel', 'dekat', 'bandara', 'adi', 'sucipto', 'yogyakarta', 'kamar', 'restonya', 'melihat', 'view', 'gunung', 'merapi', 'bila', 'kondisi', 'cerah', 'fasilitasnya', 'lengkap', 'tpat', 'gym', 'kolam', 'renang', 'cuma', 'lebih', 'lengkap', 'kalau', 'kolam', 'jacuzzi']"
"['pelayanan', 'baik', 'rasa', 'masakan', 'enak', 'sarannya', 'menu', 'tiap', 'harinya', 'bisa', 'lebih', 'variatif']","['pelayanan', 'baik', 'rasa', 'masakan', 'enak', 'sarannya', 'menu', 'tiap', 'harinya', 'lebih', 'variatif']"
"['hotel', 'terletak', 'di', 'jalur', 'utama', 'jalan', 'adi', 'sucipto', 'dekat', 'dengan', 'bandara', 'yogya', 'yang', 'lama', 'bandara', 'adisucipto', 'menu', 'breakfast', 'bervariasi']","['hotel', 'terletak', 'jalur', 'utama', 'jalan', 'adi', 'sucipto', 'dekat', 'bandara', 'yogya', 'lama', 'bandara', 'adisucipto', 'menu', 'breakfast', 'bervariasi']"
"['lokasi', 'hotel', 'strategis', 'kemana', 'mana', 'relatif', 'dekat', 'staff', 'ramah', 'dan', 'tanggap', 'dalam', 'memberikan', 'pelayanan', 'proses', 'check', 'in', 'cepat', 'kamar', 'nyaman', 'dan', 'bersih', 'lengkap', 'banget', 'ada', 'bantal', 'guling', 'breakfastnya', 'variatif', 'dan', 'rasanya', 'enak', 'enak', 'kalau', 'kunjungan', 'ke', 'jogja', 'lg', 'insya', 'allah', 'bakal', 'balik', 'lg', 'kesini']","['lokasi', 'hotel', 'strategis', 'mana', 'relatif', 'dekat', 'staff', 'ramah', 'tanggap', 'memberikan', 'pelayanan', 'proses', 'check', 'in', 'cepat', 'kamar', 'nyaman', 'bersih', 'lengkap', 'banget', 'bantal', 'guling', 'breakfastnya', 'variatif', 'rasanya', 'enak', 'enak', 'kalau', 'kunjungan', 'jogja', 'lg', 'insya', 'allah', 'bakal', 'balik', 'lg', 'kesini']"
"['sarapan', 'lengkap', 'hanya', 'kurang', 'dimsum', 'semua', 'sudah', 'ok', 'maaf', 'di', 'kamar', 'kurang', 'sedikit', 'terang', 'kalu', 'berhias', 'hrs', 'ke', 'kmr', 'mandi', 'yang', 'lebih', 'terang', 'padahal', 'kamar', 'mandi', 'dipakai', 'perlu', 'ada', 'sisir', 'di', 'tdk', 'ada', 'overall', 'semua', 'ok']","['sarapan', 'lengkap', 'kurang', 'dimsum', 'semua', 'maaf', 'kamar', 'kurang', 'sedikit', 'terang', 'kalu', 'berhias', 'hrs', 'kmr', 'mandi', 'lebih', 'terang', 'padahal', 'kamar', 'mandi', 'dipakai', 'perlu', 'sisir', 'tdk', 'overall', 'semua']"
"['menu', 'sarapan', 'rasanya', 'enak', 'enak', 'ada', 'banyak', 'pilihan', 'menu', 'mantap', 'mb', 'lena']","['menu', 'sarapan', 'rasanya', 'enak', 'enak', 'banyak', 'pilihan', 'menu', 'mantap', 'mb', 'lena']"
"['terimakasih', 'layanan', 'hotel', 'yang', 'bagus', 'sarapan', 'dilayani', 'mba', 'nur', 'anak', 'magang', 'dari', 'lombok']","['terimakasih', 'layanan', 'hotel', 'bagus', 'sarapan', 'dilayani', 'mba', 'nur', 'anak', 'magang', 'lombok']"
"['breakfast', 'enak', 'komplit']","['breakfast', 'enak', 'komplit']"
"['hotel', 'nyaman', 'ramah', 'dan', 'makanan', 'enak']","['hotel', 'nyaman', 'ramah', 'makanan', 'enak']"
"['kamar', 'nyaman', 'pelayana', 'ramah', 'dan', 'makanan', 'enak', 'positif', 'lainnya', 'lokasi', 'berada', 'ditengah', 'kota', 'dan', 'mudah', 'untuk', 'dijangkau']","['kamar', 'nyaman', 'pelayana', 'ramah', 'makanan', 'enak', 'positif', 'lainnya', 'lokasi', 'berada', 'ditengah', 'kota', 'mudah', 'dijangkau']"
"['hotel', 'ini', 'nyaman', 'dan', 'lokasi', 'cukup', 'strategis', 'cukup', 'di', 'tengah', 'kora', 'mau', 'pergi', 'kemana', 'dekat', 'pelayanan', 'sangat', 'ramah', 'dan', 'yang', 'terpenting', 'breakfastnya', 'cukup', 'komplit', 'dan', 'enak', 'hanya', 'satu', 'yang', 'cukup', 'asin', 'yaitu', 'soup', 'tomyam', 'tapi', 'overall', 'hotel', 'ini', 'sangat', 'recommended']","['hotel', 'nyaman', 'lokasi', 'cukup', 'strategis', 'cukup', 'tengah', 'kora', 'mau', 'pergi', 'dekat', 'pelayanan', 'sangat', 'ramah', 'terpenting', 'breakfastnya', 'cukup', 'komplit', 'enak', 'satu', 'cukup', 'asin', 'soup', 'tomyam', 'overall', 'hotel', 'sangat', 'recommended']"
"['room', 'service', 'oke', 'makanannya', 'enak', 'semua', 'cendolnya', 'recommended']","['room', 'service', 'oke', 'makanannya', 'enak', 'semua', 'cendolnya', 'recommended']"
"['pelayanan', 'oke', 'makanan', 'enak', 'kamar', 'bersih', 'pokoknya', 'mantep']","['pelayanan', 'oke', 'makanan', 'enak', 'kamar', 'bersih', 'pokoknya', 'mantep']"
"['cukup', 'bagus', 'n', 'biasanya', 'selama', 'di', 'yogya', 'pilihan', 'htl', 'grand', 'mercure', 'fasilitas', 'n', 'pelayanan', 'ok', 'untuk', 'restourant', 'pelayanan', 'oleh', 'sdri', 'lena', 'sangat', 'baik', 'terus', 'maju', 'grand', 'mercure']","['cukup', 'bagus', 'n', 'biasanya', 'selama', 'yogya', 'pilihan', 'htl', 'grand', 'mercure', 'fasilitas', 'n', 'pelayanan', 'restourant', 'pelayanan', 'sdri', 'lena', 'sangat', 'baik', 'terus', 'maju', 'grand', 'mercure']"
"['sarapannya', 'worhted', 'banget', 'semua', 'lezat', 'varian', 'menunya', 'lengkap', 'rasanya', 'mengakomodasi', 'semua', 'selera', 'pelayanan', 'luar', 'biasa', 'ruang', 'meeting', 'nyaman']","['sarapannya', 'worhted', 'banget', 'semua', 'lezat', 'varian', 'menunya', 'lengkap', 'rasanya', 'mengakomodasi', 'semua', 'selera', 'pelayanan', 'luar', 'biasa', 'ruang', 'meeting', 'nyaman']"
"['pelayanan', 'di', 'restorannya', 'ramah', 'dan', 'makanannya', 'enakk']","['pelayanan', 'restorannya', 'ramah', 'makanannya', 'enakk']"
"['kamar', 'hotel', 'bersih', 'nyaman', 'menu', 'makanan', 'bervariasi', 'dan', 'enak']","['kamar', 'hotel', 'bersih', 'nyaman', 'menu', 'makanan', 'bervariasi', 'enak']"
"['baru', 'pertama', 'kali', 'nginep', 'di', 'grand', 'mercure', 'over', 'all', 'semuanya', 'oke', 'banget', 'pelayannya', 'semua', 'ramah', 'mulai', 'dari', 'recepcionist', 'sampai', 'ke', 'bagian', 'restonya', 'menu', 'makanan', 'bervariasi', 'mulai', 'dari', 'makanan', 'daerah', 'sampai', 'makanan', 'barat', 'ada', 'mau', 'salad', 'bubur', 'manis', 'bubur', 'ayam', 'nasi', 'dan', 'banyak', 'lagi', 'variannya', 'semuanya', 'bagus', 'banget']","['baru', 'pertama', 'kali', 'nginep', 'grand', 'mercure', 'over', 'all', 'semuanya', 'oke', 'banget', 'pelayannya', 'semua', 'ramah', 'mulai', 'recepcionist', 'bagian', 'restonya', 'menu', 'makanan', 'bervariasi', 'mulai', 'makanan', 'daerah', 'makanan', 'barat', 'mau', 'salad', 'bubur', 'manis', 'bubur', 'ayam', 'nasi', 'banyak', 'variannya', 'semuanya', 'bagus', 'banget']"
"['hotel', 'mewah', 'strategis', 'dan', 'makanan', 'enak']","['hotel', 'mewah', 'strategis', 'makanan', 'enak']"
"['enak', 'menu', 'restorannya', 'tapi', 'kamarnya', 'mungkin', 'perlu', 'revisi', 'ulang', 'agar', 'tambah', 'bagus', 'dan', 'bersih', 'dan', 'lampu', 'penerangan', 'kurang', 'terang']","['enak', 'menu', 'restorannya', 'kamarnya', 'mungkin', 'perlu', 'revisi', 'ulang', 'tambah', 'bagus', 'bersih', 'lampu', 'penerangan', 'kurang', 'terang']"
"['pelayanan', 'sangar', 'ramah', 'tanpa', 'adanya', 'pegawai', 'yang', 'handal', 'hotel', 'ini', 'tidak', 'akan', 'jadi', 'sesempurna', 'ini', 'recommended', 'buat', 'yang', 'mau', 'ke', 'yogjakarta']","['pelayanan', 'sangar', 'ramah', 'adanya', 'pegawai', 'handal', 'hotel', 'jadi', 'sesempurna', 'recommended', 'buat', 'mau', 'yogjakarta']"
"['tempetnya', 'oke', 'kamarnya', 'bersih', 'harganya', 'juga', 'murah', 'nuansa', 'jogja', 'dapet', 'bnget', 'best']","['tempetnya', 'oke', 'kamarnya', 'bersih', 'harganya', 'murah', 'nuansa', 'jogja', 'dapet', 'bnget', 'best']"
"['sarapannya', 'enak', 'lokasi', 'strategis', 'dibantu', 'oleh', 'citra', 'pelayanan', 'baik']","['sarapannya', 'enak', 'lokasi', 'strategis', 'dibantu', 'citra', 'pelayanan', 'baik']"
"['sarapan', 'menunya', 'lengkap', 'enak', 'dari', 'minuman', 'makanan', 'menu', 'tambahan', 'lain', 'sangat', 'rekomended', 'pelayanya', 'ramah', 'santun', 'dibantu', 'traning', 'lena']","['sarapan', 'menunya', 'lengkap', 'enak', 'minuman', 'makanan', 'menu', 'tambahan', 'sangat', 'rekomended', 'pelayanya', 'ramah', 'santun', 'dibantu', 'traning', 'lena']"
"['tempatnya', 'nyaman', 'menu', 'enak', 'pelayanannya', 'ramah', 'mbak', 'salma']","['tempatnya', 'nyaman', 'menu', 'enak', 'pelayanannya', 'ramah', 'mbak', 'salma']"
"['lokasinya', 'yang', 'mudah', 'pelayanannya', 'bagus', 'kamarnya', 'luas', 'tempatnya', 'nyaman', 'makanan', 'enak']","['lokasinya', 'mudah', 'pelayanannya', 'bagus', 'kamarnya', 'luas', 'tempatnya', 'nyaman', 'makanan', 'enak']"
"['pengalaman', 'yang', 'mengesankan', 'pelayanannya', 'ramah', 'mantap', 'baru', 'kali', 'ini', 'dapet', 'pelayanan', 'yang', 'bagus', 'lebih', 'bagus', 'dari', 'hotel', 'laiinya']","['pengalaman', 'mengesankan', 'pelayanannya', 'ramah', 'mantap', 'baru', 'kali', 'dapet', 'pelayanan', 'bagus', 'lebih', 'bagus', 'hotel', 'laiinya']"
"['hotel', 'yang', 'cukup', 'nyaman', 'staffnya', 'ramah', 'liftnya', 'kenceng', 'wifinya', 'bagus', 'tanpa', 'pasword', 'minus', 'kolamnya', 'mini', 'cuma', 'meter']","['hotel', 'cukup', 'nyaman', 'staffnya', 'ramah', 'liftnya', 'kenceng', 'wifinya', 'bagus', 'pasword', 'minus', 'kolamnya', 'mini', 'cuma', 'meter']"
"['bareng', 'temen', 'kantor', 'buka', 'bersama', 'disini', 'varian', 'menu', 'cukup', 'banyak', 'menu', 'nusantara', 'menu', 'timur', 'tengah', 'juga', 'ada', 'full', 'service']","['bareng', 'temen', 'kantor', 'buka', 'bersama', 'disini', 'varian', 'menu', 'cukup', 'banyak', 'menu', 'nusantara', 'menu', 'timur', 'tengah', 'full', 'service']"
"['kamar', 'bersih', 'nyaman', 'layanan', 'staff', 'serba', 'cepat', 'dan', 'menyenangkan', 'reception', 'ramah', 'lokasi', 'ditengah', 'kota', 'mudah', 'dijangkau']","['kamar', 'bersih', 'nyaman', 'layanan', 'staff', 'serba', 'cepat', 'menyenangkan', 'reception', 'ramah', 'lokasi', 'ditengah', 'kota', 'mudah', 'dijangkau']"
"['staff', 'baik', 'sangat', 'recomended', 'buat', 'temen', 'temen', 'yang', 'mau', 'eksplor', 'jogja', 'karna', 'lokasinya', 'yang', 'deket', 'sm', 'pusat', 'kota', 'kamarnya', 'juga', 'nyaman', 'dan', 'bersih']","['staff', 'baik', 'sangat', 'recomended', 'buat', 'temen', 'temen', 'mau', 'eksplor', 'jogja', 'karna', 'lokasinya', 'deket', 'sm', 'pusat', 'kota', 'kamarnya', 'nyaman', 'bersih']"
"['pengalaman', 'menginap', 'dengan', 'pelayanan', 'yang', 'sangat', 'luar', 'biasa', 'bahkan', 'barang', 'tertinggal', 'pihak', 'hotel', 'mau', 'melayani', 'pengiriman', 'barang', 'dengan', 'baik']","['pengalaman', 'menginap', 'pelayanan', 'sangat', 'luar', 'biasa', 'bahkan', 'barang', 'tertinggal', 'pihak', 'hotel', 'mau', 'melayani', 'pengiriman', 'barang', 'baik']"
"['saya', 'mencoba', 'buka', 'bersama', 'di', 'mercure', 'hotel', 'dan', 'makanannya', 'mengesankan', 'rasanya', 'enak', 'terutama', 'yang', 'kambing', 'guling', 'dan', 'tongseng', 'enak', 'empuk', 'dan', 'tidak', 'bau', 'servicenya', 'juga', 'ramah', 'dan', 'bagus']","['mencoba', 'buka', 'bersama', 'mercure', 'hotel', 'makanannya', 'mengesankan', 'rasanya', 'enak', 'terutama', 'kambing', 'guling', 'tongseng', 'enak', 'empuk', 'bau', 'servicenya', 'ramah', 'bagus']"
"['hotel', 'yang', 'nyaman', 'sekali', 'kasur', 'bantal', 'empuk', 'dan', 'ada', 'gulingnya', 'sangat', 'nyaman', 'tidurnya', 'sarapan', 'menu', 'macam', 'enak', 'staff', 'hotelnya', 'ramah', 'dan', 'semua', 'ruangan', 'wangi', 'bersih', 'top', 'pokoknya', 'jangan', 'ragu', 'untuk', 'menginap', 'dihotel', 'ini', 'terimakasih', 'untuk', 'semuanya', 'kami', 'sangat', 'senang', 'dan', 'nyaman', 'menginap', 'disini']","['hotel', 'nyaman', 'sekali', 'kasur', 'bantal', 'empuk', 'gulingnya', 'sangat', 'nyaman', 'tidurnya', 'sarapan', 'menu', 'macam', 'enak', 'staff', 'hotelnya', 'ramah', 'semua', 'ruangan', 'wangi', 'bersih', 'top', 'pokoknya', 'jangan', 'ragu', 'menginap', 'dihotel', 'terimakasih', 'semuanya', 'sangat', 'senang', 'nyaman', 'menginap', 'disini']"
"['pelayanan', 'sangat', 'baik', 'pegawainya', 'ramha', 'menawarkan', 'pelayanan', 'makanan', 'dan', 'sangat', 'profesional', 'terbaik', 'pokoknya', 'sangat', 'direkomendasikan', 'menginap', 'disini']","['pelayanan', 'sangat', 'baik', 'pegawainya', 'ramha', 'menawarkan', 'pelayanan', 'makanan', 'sangat', 'profesional', 'terbaik', 'pokoknya', 'sangat', 'direkomendasikan', 'menginap', 'disini']"
"['hotel', 'dan', 'pelayanan', 'baik', 'makanan', 'bervariasi', 'enak', 'terimakasih', 'untuk', 'mbak', 'salma']","['hotel', 'pelayanan', 'baik', 'makanan', 'bervariasi', 'enak', 'terimakasih', 'mbak', 'salma']"
"['fasilitas', 'sangat', 'baik', 'makanan', 'di', 'breakfast', 'juga', 'sangat', 'beragam', 'overall', 'sangat', 'ok']","['fasilitas', 'sangat', 'baik', 'makanan', 'breakfast', 'sangat', 'beragam', 'overall', 'sangat']"
"['untuk', 'standar', 'hotel', 'bintang', 'masih', 'kurang', 'kebersihan', 'kamar', 'perlu', 'ditingkatkan', 'lokasi', 'enak', 'dekat', 'dengan', 'rs', 'siloam', 'kalo', 'ada', 'kerabat', 'yang', 'dirawat', 'di', 'sana']","['standar', 'hotel', 'bintang', 'kurang', 'kebersihan', 'kamar', 'perlu', 'ditingkatkan', 'lokasi', 'enak', 'dekat', 'rs', 'siloam', 'kalo', 'kerabat', 'dirawat', 'sana']"
"['terjadi', 'insiden', 'di', 'lobby', 'dimana', 'mobil', 'yang', 'saya', 'bawa', 'ditabrak', 'mobil', 'lain', 'karena', 'kelalaian', 'satpam', 'yang', 'atur', 'lalu', 'lintas']","['terjadi', 'insiden', 'lobby', 'mobil', 'bawa', 'ditabrak', 'mobil', 'kelalaian', 'satpam', 'atur', 'lalu', 'lintas']"
"['dari', 'lobi', 'kamar', 'resto', 'interiornya', 'bagus', 'menunjukkan', 'budaya', 'yogyakarta', 'kamar', 'nyaman', 'untuk', 'menu', 'makanan', 'saran', 'saya', 'untuk', 'perwedangan', 'jangan', 'dicampur', 'dulu', 'gulanya', 'karna', 'kalo', 'menurut', 'terlalu', 'manis', 'makasih']","['lobi', 'kamar', 'resto', 'interiornya', 'bagus', 'menunjukkan', 'budaya', 'yogyakarta', 'kamar', 'nyaman', 'menu', 'makanan', 'saran', 'perwedangan', 'jangan', 'dicampur', 'dulu', 'gulanya', 'karna', 'kalo', 'terlalu', 'manis', 'makasih']"
"['menu', 'sarapan', 'sangat', 'bervariasi', 'kamar', 'sangat', 'bersih', 'unik', 'furniture', 'pengkap']","['menu', 'sarapan', 'sangat', 'bervariasi', 'kamar', 'sangat', 'bersih', 'unik', 'furniture', 'pengkap']"
"['sarapan', 'paginya', 'sangat', 'enak', 'dan', 'layanan', 'atas', 'nama', 'fifin', 'baik', 'dan', 'ramah', 'saya', 'sangat', 'puas']","['sarapan', 'paginya', 'sangat', 'enak', 'layanan', 'atas', 'nama', 'fifin', 'baik', 'ramah', 'sangat', 'puas']"
"['makanan', 'dan', 'minuman', 'banyak', 'banget', 'pelayanannya', 'juga', 'juga', 'bagus', 'terutama', 'mbak', 'devita']","['makanan', 'minuman', 'banyak', 'banget', 'pelayanannya', 'bagus', 'terutama', 'mbak', 'devita']"
"['mbak', 'tania', 'pelayanan', 'ramah', 'sangat', 'sigap', 'menu', 'breakfast', 'enak', 'tempat', 'nyaman', 'dan', 'rapi']","['mbak', 'tania', 'pelayanan', 'ramah', 'sangat', 'sigap', 'menu', 'breakfast', 'enak', 'tempat', 'nyaman', 'rapi']"
"['pelayanan', 'resepsionis', 'ramah', 'untuk', 'dine', 'in', 'room', 'juga', 'enak', 'dengan', 'kedatangan', 'pukul', 'malam', 'masih', 'bisa', 'order', 'dine', 'in', 'room', 'breakfast', 'juga', 'banyak', 'pilihannya', 'dan', 'menu', 'enak']","['pelayanan', 'resepsionis', 'ramah', 'dine', 'in', 'room', 'enak', 'kedatangan', 'pukul', 'malam', 'order', 'dine', 'in', 'room', 'breakfast', 'banyak', 'pilihannya', 'menu', 'enak']"
"['saya', 'menginap', 'malam', 'disini', 'kamarnya', 'cukup', 'baik', 'dengan', 'rate', 'harga', 'namun', 'tidak', 'juga', 'dengan', 'kamar', 'mandinya', 'breakfast', 'variasi', 'menunya', 'yang', 'menurut', 'saya', 'bagus', 'namun', 'tidak', 'dengan', 'ikannya', 'lokasi', 'hotel', 'ini', 'sangat', 'strategis', 'sehingga', 'saya']","['menginap', 'malam', 'disini', 'kamarnya', 'cukup', 'baik', 'rate', 'harga', 'kamar', 'mandinya', 'breakfast', 'variasi', 'menunya', 'bagus', 'ikannya', 'lokasi', 'hotel', 'sangat', 'strategis']"
"['stay', 'di', 'sini', 'karena', 'ada', 'kebutuhan', 'pekerjaan', 'staff', 'ramah', 'ramah', 'dan', 'bikin', 'betah', 'saya', 'senang', 'ngobrol', 'dengan', 'staff', 'staff', 'terima', 'kasih', 'juga', 'mbak', 'rosvina', 'atas', 'bantuan', 'dan', 'pelayanan', 'yang', 'luar', 'biasa', 'excellent', 'service']","['stay', 'sini', 'kebutuhan', 'pekerjaan', 'staff', 'ramah', 'ramah', 'bikin', 'betah', 'senang', 'ngobrol', 'staff', 'staff', 'terima', 'kasih', 'mbak', 'rosvina', 'atas', 'bantuan', 'pelayanan', 'luar', 'biasa', 'excellent', 'service']"
