normalized,filtered
"['menu', 'sarapan', 'dan', 'penyajian', 'bagus', 'lokasi', 'sarapan', 'bagus', 'krn', 'bisa', 'melihat', 'gunung', 'merapi', 'kebersihan', 'area', 'sarapan', 'bagus', 'pelayanan', 'bagus']","['menu', 'sarapan', 'penyajian', 'bagus', 'lokasi', 'sarapan', 'bagus', 'krn', 'melihat', 'gunung', 'merapi', 'kebersihan', 'area', 'sarapan', 'bagus', 'pelayanan', 'bagus']"
"['awalnya', 'mau', 'menginap', 'malam', 'tapi', 'hanya', 'malam', 'saja', 'breakfastnya', 'kurang', 'memuaskan', 'main', 'course', 'beberapa', 'tidak', 'hangat', 'atau', 'panas', 'saya', 'coba', 'pastry', 'agak', 'keras', 'digigit', 'stall', 'omlete', 'antre', 'cukup', 'lama', 'ketika', 'check', 'out', 'tgl', 'jan']","['awalnya', 'mau', 'menginap', 'malam', 'malam', 'breakfastnya', 'kurang', 'memuaskan', 'main', 'course', 'beberapa', 'hangat', 'panas', 'coba', 'pastry', 'keras', 'digigit', 'stall', 'omlete', 'antre', 'cukup', 'lama', 'check', 'out', 'tgl', 'jan']"
"['meeting', 'room', 'sewu', 'sangat', 'nyaman', 'mudah', 'diakses', 'makanan', 'juga', 'sangat', 'enak', 'sup', 'ayam', 'tofu', 'enak', 'banget', 'es', 'teler', 'juga', 'enak', 'staff', 'ramah', 'dan', 'sopan']","['meeting', 'room', 'sewu', 'sangat', 'nyaman', 'mudah', 'diakses', 'makanan', 'sangat', 'enak', 'sup', 'ayam', 'tofu', 'enak', 'banget', 'es', 'teler', 'enak', 'staff', 'ramah', 'sopan']"
"['hotel', 'mudah', 'dijangkau', 'dari', 'stasiun', 'bersih', 'harum', 'stafnya', 'semua', 'ramah', 'makanan', 'variatif', 'dan', 'enak', 'sayangnya', 'late', 'check', 'out', 'cuma', 'sampai', 'biasanya', 'bisa', 'di', 'tapi', 'tidak', 'masalah', 'overall', 'sangatt', 'oke']","['hotel', 'mudah', 'dijangkau', 'stasiun', 'bersih', 'harum', 'stafnya', 'semua', 'ramah', 'makanan', 'variatif', 'enak', 'sayangnya', 'late', 'check', 'out', 'cuma', 'biasanya', 'masalah', 'overall', 'sangatt', 'oke']"
"['untuk', 'kamar', 'nyaman', 'hanya', 'saja', 'untuk', 'tekhnisii', 'memperhatikan', 'segi', 'fasilitas', 'seperti', 'toilet', 'selebihnya', 'sangat', 'memuaskan']","['kamar', 'nyaman', 'tekhnisii', 'memperhatikan', 'segi', 'fasilitas', 'toilet', 'selebihnya', 'sangat', 'memuaskan']"
"['pelayanan', 'mbak', 'meriska', 'baik', 'ramah', 'makan', 'enak', 'nasgor', 'ramah', 'di', 'lidah', 'suasana', 'nyaman', 'pokonya', 'mantaaap', 'tenan']","['pelayanan', 'mbak', 'meriska', 'baik', 'ramah', 'makan', 'enak', 'nasgor', 'ramah', 'lidah', 'suasana', 'nyaman', 'pokonya', 'mantaaap', 'tenan']"
"['kamarnya', 'nyaman', 'pelayanan', 'ramah', 'dan', 'lokasi', 'cukup', 'oke']","['kamarnya', 'nyaman', 'pelayanan', 'ramah', 'lokasi', 'cukup', 'oke']"
"['kamar', 'nyaman', 'pelayan', 'resto', 'ramah', 'hotel', 'bersih', 'dan', 'rapi', 'sempat', 'minta', 'sarapan', 'untuk', 'dibawa', 'dalam', 'perjalanan', 'nasi', 'goreng', 'dalam', 'kotak', 'tanpa', 'air', 'minum', 'dan', 'tas', 'untuk', 'membawa', 'semoga', 'lain', 'kali', 'lebih', 'cermat']","['kamar', 'nyaman', 'pelayan', 'resto', 'ramah', 'hotel', 'bersih', 'rapi', 'sempat', 'minta', 'sarapan', 'dibawa', 'perjalanan', 'nasi', 'goreng', 'kotak', 'air', 'minum', 'tas', 'membawa', 'semoga', 'kali', 'lebih', 'cermat']"
"['silvia', 'sarapan', 'enak']","['silvia', 'sarapan', 'enak']"
"['hotelnya', 'sangat', 'menyenangkan', 'dekat', 'dengan', 'pusat', 'kota', 'kamarnya', 'bersih', 'sajian', 'di', 'restoran', 'enak', 'menu', 'juga', 'bervariasi']","['hotelnya', 'sangat', 'menyenangkan', 'dekat', 'pusat', 'kota', 'kamarnya', 'bersih', 'sajian', 'restoran', 'enak', 'menu', 'bervariasi']"
"['hotel', 'terlalu', 'baik', 'masa', 'saya', 'pesen', 'kamar', 'nomer', 'masi', 'ada', 'orangnya', 'saya', 'komplain', 'ke', 'resepsionis', 'dan', 'keliatan', 'bingung', 'juga', 'lalu', 'lift', 'juga', 'sering', 'eror', 'pencrt', 'tombol', 'lantai', 'malah', 'ke', 'lantai', 'gimana', 'ini', 'grand', 'mercure', 'masa', 'hotel', 'bintang', 'pelayanan', 'seperti', 'ini']","['hotel', 'terlalu', 'baik', 'masa', 'pesen', 'kamar', 'nomer', 'masi', 'orangnya', 'komplain', 'resepsionis', 'keliatan', 'bingung', 'lalu', 'lift', 'sering', 'eror', 'pencrt', 'tombol', 'lantai', 'malah', 'lantai', 'gimana', 'grand', 'mercure', 'masa', 'hotel', 'bintang', 'pelayanan']"
"['breakfast', 'variatif', 'menunya', 'banyak', 'enak', 'kamar', 'juga', 'enak', 'dinginn', 'rame', 'juga']","['breakfast', 'variatif', 'menunya', 'banyak', 'enak', 'kamar', 'enak', 'dinginn', 'rame']"
"['kebersihan', 'hotel', 'sangat', 'bersih', 'pelayanan', 'sangat', 'memuaskan', 'untuk', 'sarapan', 'mewah', 'dan', 'nikmat', 'di', 'tambah', 'ada', 'room', 'buat', 'yang', 'merokok']","['kebersihan', 'hotel', 'sangat', 'bersih', 'pelayanan', 'sangat', 'memuaskan', 'sarapan', 'mewah', 'nikmat', 'tambah', 'room', 'buat', 'merokok']"
"['tempatnya', 'enak', 'kedap', 'suara', 'gak', 'berisik', 'kalo', 'teriak', 'gak', 'kedengeran', 'dari', 'luar']","['tempatnya', 'enak', 'kedap', 'suara', 'gak', 'berisik', 'kalo', 'teriak', 'gak', 'kedengeran', 'luar']"
"['ikan', 'enak', 'pas', 'dan', 'suasana', 'nyaman']","['ikan', 'enak', 'pas', 'suasana', 'nyaman']"
"['hotel', 'bagus', 'karyawan', 'ramah', 'lokasi', 'di', 'tengah', 'kota', 'jadi', 'mudah', 'kalau', 'mau', 'cari', 'lokasi', 'wisata', 'kamar', 'mewah', 'saya', 'kurang', 'beruntung', 'karena', 'mendapat', 'kamar', 'yang', 'ac', 'ny', 'agak', 'berdengung', 'over', 'all', 'is', 'exelence']","['hotel', 'bagus', 'karyawan', 'ramah', 'lokasi', 'tengah', 'kota', 'jadi', 'mudah', 'kalau', 'mau', 'cari', 'lokasi', 'wisata', 'kamar', 'mewah', 'kurang', 'beruntung', 'mendapat', 'kamar', 'ac', 'ny', 'berdengung', 'over', 'all', 'is', 'exelence']"
"['sarapan', 'paginya', 'enak', 'pelayan', 'ramah', 'kamar', 'nyaman', 'tapi', 'saat', 'iftar', 'terlalu', 'membludak', 'perugas', 'resto', 'beberapa', 'sibuk', 'tapi', 'ada', 'yang', 'cuma']","['sarapan', 'paginya', 'enak', 'pelayan', 'ramah', 'kamar', 'nyaman', 'iftar', 'terlalu', 'membludak', 'perugas', 'resto', 'beberapa', 'sibuk', 'cuma']"
"['kecewa', 'sudah', 'reservasi', 'sudah', 'bela', 'in', 'datang', 'langsung', 'seminggu', 'sebelumnya', 'untuk', 'milih', 'tempat', 'buat', 'bukber', 'sudah', 'deal', 'tapi', 'tanpa', 'dikonfirmasi', 'tempat', 'yang', 'sudah', 'kita', 'pesan', 'dikasih', 'ke', 'rombongan', 'lain', 'dan', 'kami', 'dikasih', 'tempat', 'di', 'pojokan', 'yang', 'sempit', 'banget', 'gak', 'banget']","['kecewa', 'reservasi', 'bela', 'in', 'datang', 'langsung', 'seminggu', 'sebelumnya', 'milih', 'tempat', 'buat', 'bukber', 'deal', 'dikonfirmasi', 'tempat', 'pesan', 'dikasih', 'rombongan', 'dikasih', 'tempat', 'pojokan', 'sempit', 'banget', 'gak', 'banget']"
"['tempatnya', 'keren', 'dan', 'suasananya', 'juga', 'bagus', 'hiasan', 'di', 'setiap', 'dindingnya', 'buat', 'kita', 'tidak', 'bosen', 'suasananya', 'juga', 'bikin', 'adem', 'selain', 'itu', 'pelayanan', 'juga', 'baik', 'sekali', 'para', 'pekerja', 'sangat', 'ramah', 'selain', 'itu', 'makanan', 'juga', 'enak', 'hehe']","['tempatnya', 'keren', 'suasananya', 'bagus', 'hiasan', 'dindingnya', 'buat', 'bosen', 'suasananya', 'bikin', 'adem', 'pelayanan', 'baik', 'sekali', 'pekerja', 'sangat', 'ramah', 'makanan', 'enak', 'hehe']"
"['pelayanan', 'dan', 'kamar', 'luar', 'biasa', 'ngak', 'nyesel', 'dech', 'sukses', 'trus', 'grand', 'mercure']","['pelayanan', 'kamar', 'luar', 'biasa', 'ngak', 'nyesel', 'dech', 'sukses', 'trus', 'grand', 'mercure']"
"['makanan', 'enak', 'dan', 'pilihan', 'banyak']","['makanan', 'enak', 'pilihan', 'banyak']"
"['kamar', 'bersih', 'sarapannya', 'cukup', 'enak', 'dan', 'banyak', 'varian', 'lokasi', 'strategis', 'my', 'first', 'time', 'stay', 'here', 'and', 'surely', 'not', 'my', 'last']","['kamar', 'bersih', 'sarapannya', 'cukup', 'enak', 'banyak', 'varian', 'lokasi', 'strategis', 'my', 'first', 'time', 'stay', 'here', 'and', 'surely', 'not', 'my', 'last']"
"['fasilitas', 'enak', 'makan', 'juga', 'enak', 'dan', 'nyaman']","['fasilitas', 'enak', 'makan', 'enak', 'nyaman']"
"['baru', 'pertama', 'kalinya', 'nginep', 'di', 'sini', 'tapi', 'udah', 'di', 'bikin', 'senyaman', 'itu', 'sama', 'fasilitasnya', 'kebersihannya', 'dan', 'pelayanannya', 'next', 'bakal', 'ajakin', 'keluarga', 'buat', 'nginep', 'di', 'hotel', 'ini', 'lagi']","['baru', 'pertama', 'kalinya', 'nginep', 'sini', 'udah', 'bikin', 'senyaman', 'sama', 'fasilitasnya', 'kebersihannya', 'pelayanannya', 'next', 'bakal', 'ajakin', 'keluarga', 'buat', 'nginep', 'hotel']"
"['sangat', 'memuaskan', 'pelayanan', 'mbak', 'silvia', 'makananya', 'juga', 'lezat']","['sangat', 'memuaskan', 'pelayanan', 'mbak', 'silvia', 'makananya', 'lezat']"
"['hotelnya', 'mewah', 'bersih', 'dan', 'rapih', 'pelayanannya', 'bagus', 'pengen', 'balik', 'lagi', 'pokonyaa', 'mantap']","['hotelnya', 'mewah', 'bersih', 'rapih', 'pelayanannya', 'bagus', 'pengen', 'balik', 'pokonyaa', 'mantap']"
"['banyak', 'menu', 'sarapannya', 'makasih', 'layanannya', 'mba', 'cerita']","['banyak', 'menu', 'sarapannya', 'makasih', 'layanannya', 'mba', 'cerita']"
"['semua', 'menu', 'enak', 'dan', 'approved', 'pelayanan', 'sangat', 'ramah', 'dan', 'gercep', 'mbak', 'salma']","['semua', 'menu', 'enak', 'approved', 'pelayanan', 'sangat', 'ramah', 'gercep', 'mbak', 'salma']"
"['sebagai', 'hotel', 'bintang', 'grand', 'mercure', 'yogyakarta', 'menghadirkan', 'pengalaman', 'menginap', 'yang', 'elegan', 'dengan', 'sentuhan', 'budaya', 'jawa', 'pada', 'desain', 'interiornya', 'berlokasi', 'strategis', 'di', 'kawasan', 'adisucipto', 'hotel', 'ini', 'dekat', 'dengan', 'pusat', 'kota', 'dan', 'area']","['hotel', 'bintang', 'grand', 'mercure', 'yogyakarta', 'menghadirkan', 'pengalaman', 'menginap', 'elegan', 'sentuhan', 'budaya', 'jawa', 'desain', 'interiornya', 'berlokasi', 'strategis', 'kawasan', 'adisucipto', 'hotel', 'dekat', 'pusat', 'kota', 'area']"
"['kamar', 'oke', 'walau', 'dapat', 'yang', 'amoking', 'room', 'tapi', 'di', 'dalam', 'kamar', 'tidak', 'ada', 'bau', 'rokok', 'sama', 'sekali', 'bersih', 'dan', 'ac', 'dingin']","['kamar', 'oke', 'amoking', 'room', 'kamar', 'bau', 'rokok', 'sama', 'sekali', 'bersih', 'ac', 'dingin']"
"['datang', 'jam', 'mau', 'cek', 'in', 'data', 'dah', 'lengkap', 'tapi', 'disuruh', 'nunggu', 'katanya', 'kamar', 'msh', 'dibersihkan', 'heran', 'jam', 'segitu', 'kmr', 'belum', 'ready', 'satu', 'setgh', 'jam', 'kemudian', 'dioper', 'ke', 'hotel', 'lain', 'katanya', 'sudah', 'penuh', 'kayake', 'tidak', 'siap', 'terima', 'rombongan', 'lebih', 'dari', 'orang']","['datang', 'jam', 'mau', 'cek', 'in', 'data', 'dah', 'lengkap', 'disuruh', 'nunggu', 'katanya', 'kamar', 'msh', 'dibersihkan', 'heran', 'jam', 'segitu', 'kmr', 'ready', 'satu', 'setgh', 'jam', 'kemudian', 'dioper', 'hotel', 'katanya', 'penuh', 'kayake', 'siap', 'terima', 'rombongan', 'lebih', 'orang']"
"['hotelnya', 'nyaman', 'kamarnya', 'luas', 'dan', 'bersih', 'makanan', 'di', 'restorannya', 'banyak', 'jenisnya', 'dan', 'enak', 'terima', 'kasih']","['hotelnya', 'nyaman', 'kamarnya', 'luas', 'bersih', 'makanan', 'restorannya', 'banyak', 'jenisnya', 'enak', 'terima', 'kasih']"
"['akhir', 'mei', 'lalu', 'menginap', 'di', 'hotel', 'ini', 'dalam', 'rangka', 'kedinasan', 'untuk', 'detail', 'reviewnya']","['akhir', 'mei', 'lalu', 'menginap', 'hotel', 'rangka', 'kedinasan', 'detail', 'reviewnya']"
"['mulai', 'dari', 'pelayanan', 'yang', 'ramah', 'dan', 'profesional', 'hingga', 'suasana', 'yang', 'nyaman', 'dan', 'elegan', 'semuanya', 'terasa', 'sempurna', 'kamar', 'yang', 'saya', 'tempati', 'sangat', 'bersih', 'dan', 'dilengkapi', 'dengan', 'fasilitas', 'yang', 'lengkap', 'memberikan', 'kenyamanan', 'maksimal', 'selama', 'saya']","['mulai', 'pelayanan', 'ramah', 'profesional', 'hingga', 'suasana', 'nyaman', 'elegan', 'semuanya', 'terasa', 'sempurna', 'kamar', 'tempati', 'sangat', 'bersih', 'dilengkapi', 'fasilitas', 'lengkap', 'memberikan', 'kenyamanan', 'maksimal', 'selama']"
"['tempatnya', 'strategis', 'interiornya', 'juga', 'bagus', 'ada', 'unsur', 'jawa', 'yang', 'membuat', 'menarik', 'kamar', 'nyaman', 'makanan', 'juga', 'enak', 'recommended', 'kalau', 'ke', 'jogja']","['tempatnya', 'strategis', 'interiornya', 'bagus', 'unsur', 'jawa', 'membuat', 'menarik', 'kamar', 'nyaman', 'makanan', 'enak', 'recommended', 'kalau', 'jogja']"
"['bubur', 'ayam', 'dan', 'soto', 'yang', 'di', 'resto', 'saat', 'breakfast', 'berasa', 'kurang', 'garam', 'mungkin', 'saya', 'suka', 'makanan', 'yang', 'agak', 'asin', 'saja', 'pelayanan', 'lain', 'sangat', 'baik', 'pertahankan', 'dan', 'bila', 'perlu', 'ditingkatkan', 'lagi', 'agar', 'lebih', 'memuaskan', 'customer']","['bubur', 'ayam', 'soto', 'resto', 'breakfast', 'berasa', 'kurang', 'garam', 'mungkin', 'suka', 'makanan', 'asin', 'pelayanan', 'sangat', 'baik', 'pertahankan', 'bila', 'perlu', 'ditingkatkan', 'lebih', 'memuaskan', 'customer']"
"['letak', 'hotel', 'strategis', 'pelayanan', 'bagus', 'kamar', 'nyaman']","['letak', 'hotel', 'strategis', 'pelayanan', 'bagus', 'kamar', 'nyaman']"
"['hotel', 'yang', 'bagus', 'pelayanan', 'ramah', 'cocok', 'untuk', 'stay', 'cation']","['hotel', 'bagus', 'pelayanan', 'ramah', 'cocok', 'stay', 'cation']"
"['layanan', 'ok', 'baget', 'lokasi', 'strategis', 'kamarnya', 'bersih']","['layanan', 'baget', 'lokasi', 'strategis', 'kamarnya', 'bersih']"
"['pelayanan', 'ramah', 'makanan', 'enak', 'tempat', 'luas', 'bersih', 'dan', 'nyaman']","['pelayanan', 'ramah', 'makanan', 'enak', 'tempat', 'luas', 'bersih', 'nyaman']"
"['selamat', 'malam', 'dear', 'management', 'grand', 'mercure', 'hotel', 'yogyakarta']","['selamat', 'malam', 'dear', 'management', 'grand', 'mercure', 'hotel', 'yogyakarta']"
"['pelayanan', 'cukup', 'bagus', 'tapi', 'untuk', 'keamanan', 'sangat', 'kurang', 'terjadi', 'insiden', 'helm', 'hilang', 'jobdesk', 'security', 'kurang', 'maksimal', 'tolong', 'untuk', 'keamanan', 'lebih', 'dijaga', 'lagi', 'dan', 'jobdesk', 'mengenai', 'tanggungjawabnya', 'nyaman', 'tapi', 'keamanan', 'kurang', 'juga', 'membuat', 'pengunjung', 'hotel', 'jadi', 'was', 'was']","['pelayanan', 'cukup', 'bagus', 'keamanan', 'sangat', 'kurang', 'terjadi', 'insiden', 'helm', 'hilang', 'jobdesk', 'security', 'kurang', 'maksimal', 'keamanan', 'lebih', 'dijaga', 'jobdesk', 'mengenai', 'tanggungjawabnya', 'nyaman', 'keamanan', 'kurang', 'membuat', 'pengunjung', 'hotel', 'jadi', 'was', 'was']"
"['bersih', 'menu', 'bteakfastnya', 'beragam', 'dan', 'menu', 'tradisonalnya', 'hampir', 'selalu', 'ada', 'yang', 'jarang', 'kami', 'temukan', 'dihotel', 'lain']","['bersih', 'menu', 'bteakfastnya', 'beragam', 'menu', 'tradisonalnya', 'hampir', 'selalu', 'jarang', 'temukan', 'dihotel']"
"['sebuah', 'hotel', 'yang', 'sangat', 'strategis', 'di', 'pusat', 'keramaian', 'kota', 'di', 'kawasan', 'depok', 'sleman', 'yogyakarta', 'dengan', 'fasilitas', 'yang', 'keren', 'pelayanan', 'yang', 'sangat', 'baik', 'dan', 'makanan', 'yang', 'sedap', 'jadi', 'ketagihan', 'ini', 'insya', 'allah', 'kalo', 'ada', 'urusan', 'ke', 'yogya', 'lagi', 'kepingin', 'nginap', 'di', 'sini', 'lagi', 'hehe']","['sebuah', 'hotel', 'sangat', 'strategis', 'pusat', 'keramaian', 'kota', 'kawasan', 'depok', 'sleman', 'yogyakarta', 'fasilitas', 'keren', 'pelayanan', 'sangat', 'baik', 'makanan', 'sedap', 'jadi', 'ketagihan', 'insya', 'allah', 'kalo', 'urusan', 'yogya', 'kepingin', 'nginap', 'sini', 'hehe']"
"['menginap', 'hari', 'malam', 'overall', 'pelayanan', 'bagus', 'banget', 'dari', 'room', 'service', 'hingga', 'housekeeping', 'fasilitas', 'lengkap', 'ada', 'kolam', 'renang', 'dan', 'gym', 'menu', 'sarapan', 'sangat', 'bervariasi', 'dan', 'rasanya', 'oke', 'sangat', 'worth', 'the', 'price']","['menginap', 'hari', 'malam', 'overall', 'pelayanan', 'bagus', 'banget', 'room', 'service', 'hingga', 'housekeeping', 'fasilitas', 'lengkap', 'kolam', 'renang', 'gym', 'menu', 'sarapan', 'sangat', 'bervariasi', 'rasanya', 'oke', 'sangat', 'worth', 'the', 'price']"
"['menjadi', 'salah', 'satu', 'hotel', 'yang', 'rekomended', 'buat', 'staycation', 'di', 'jogja', 'nyaman', 'sangat', 'staycation', 'disini', 'toiletris', 'lengkap']","['menjadi', 'salah', 'satu', 'hotel', 'rekomended', 'buat', 'staycation', 'jogja', 'nyaman', 'sangat', 'staycation', 'disini', 'toiletris', 'lengkap']"
"['se', 'waktu', 'saya', 'di', 'bar', 'saya', 'di', 'layani', 'dengan', 'kak', 'thania', 'dan', 'saya', 'di', 'berikan', 'rekomendasi', 'beberapa', 'wisata', 'di', 'jogja', 'pelayanan', 'sangat', 'bagus', 'dan', 'ramah', 'next', 'akan', 'kesini', 'lagi']","['se', 'waktu', 'bar', 'layani', 'kak', 'thania', 'berikan', 'rekomendasi', 'beberapa', 'wisata', 'jogja', 'pelayanan', 'sangat', 'bagus', 'ramah', 'next', 'kesini']"
"['sebagai', 'penyandang', 'hotel', 'bintang', 'rasa', 'seperti', 'bintang', 'saja', 'kamar', 'ngadep', 'beton', 'perabotan', 'kuno', 'sudah', 'minta', 'lantai', 'atas', 'dan', 'kamar', 'dengan', 'view', 'di', 'aps', 'masih', 'saja', 'dikasi', 'yang', 'ngadep', 'beton', 'sarapan', 'juga', 'dibanding', 'gram', 'dan', 'harus']","['penyandang', 'hotel', 'bintang', 'rasa', 'bintang', 'kamar', 'ngadep', 'beton', 'perabotan', 'kuno', 'minta', 'lantai', 'atas', 'kamar', 'view', 'aps', 'dikasi', 'ngadep', 'beton', 'sarapan', 'dibanding', 'gram']"
"['sarapan', 'enak', 'dan', 'sangat', 'puas', 'dan', 'juga', 'lengkap', 'pelayanan', 'mbak', 'lena', 'juga', 'baik']","['sarapan', 'enak', 'sangat', 'puas', 'lengkap', 'pelayanan', 'mbak', 'lena', 'baik']"
"['makanannya', 'enak', 'tempatnya', 'juga', 'baguss', 'waktu', 'itu', 'pernah', 'bukber', 'disituu']","['makanannya', 'enak', 'tempatnya', 'baguss', 'waktu', 'pernah', 'bukber', 'disituu']"
"['breakfast', 'oke', 'pelayanan', 'baik', 'sekali']","['breakfast', 'oke', 'pelayanan', 'baik', 'sekali']"
"['lokasi', 'hotel', 'strategis', 'pelayanan', 'ramah', 'kamarnya', 'dan', 'meeting', 'room', 'nyaman', 'restonya', 'ok']","['lokasi', 'hotel', 'strategis', 'pelayanan', 'ramah', 'kamarnya', 'meeting', 'room', 'nyaman', 'restonya']"
"['wajib', 'balik', 'lagi', 'ke', 'sini', 'makanan', 'enak', 'trus', 'pelayannya', 'ramah']","['wajib', 'balik', 'sini', 'makanan', 'enak', 'trus', 'pelayannya', 'ramah']"
"['untuk', 'pelayanan', 'sangan', 'bagus', 'dan', 'untuk', 'sarapannya', 'juga', 'makannya', 'enakk']","['pelayanan', 'sangan', 'bagus', 'sarapannya', 'makannya', 'enakk']"
"['croissant', 'enak', 'bangett', 'cocok', 'buat', 'breakfast', 'makanan', 'yang', 'lain', 'juga', 'enak', 'selalu', 'di', 'refill', 'dan', 'masa', 'waktu', 'breakfast', 'juga', 'panjang', 'jadi', 'puas', 'kalau', 'mau', 'lama', 'an']","['croissant', 'enak', 'bangett', 'cocok', 'buat', 'breakfast', 'makanan', 'enak', 'selalu', 'refill', 'masa', 'waktu', 'breakfast', 'panjang', 'jadi', 'puas', 'kalau', 'mau', 'lama', 'an']"
"['menyenangkan', 'dan', 'beekesan', 'sekali', 'matur', 'nuwun', 'mb', 'thania', 'cantik', 'dan', 'ramah']","['menyenangkan', 'beekesan', 'sekali', 'matur', 'nuwun', 'mb', 'thania', 'cantik', 'ramah']"
"['kesana', 'krn', 'ada', 'acara', 'jadi', 'tidak', 'paham', 'bgmn', 'kamarnya', 'tapi', 'pelayanan', 'bagus', 'makanan', 'standar', 'saja']","['kesana', 'krn', 'acara', 'jadi', 'paham', 'bgmn', 'kamarnya', 'pelayanan', 'bagus', 'makanan', 'standar']"
"['resepsionis', 'ramah', 'pelayanan', 'bagus', 'next', 'nanti', 'nginep', 'lagi', 'disini']","['resepsionis', 'ramah', 'pelayanan', 'bagus', 'next', 'nginep', 'disini']"
"['break', 'feast', 'enak', 'dan', 'pelayanan', 'baik', 'dari', 'mbak', 'lena']","['break', 'feast', 'enak', 'pelayanan', 'baik', 'mbak', 'lena']"
"['pelayanan', 'baik', 'karyawan', 'hotelnya', 'ramah', 'makanannya', 'juga', 'enak', 'lengkap', 'ada', 'banyak', 'menu', 'juga']","['pelayanan', 'baik', 'karyawan', 'hotelnya', 'ramah', 'makanannya', 'enak', 'lengkap', 'banyak', 'menu']"
"['pelayanan', 'ramah', 'nyaman', 'makanan', 'enak', 'bagus', 'pokoknya']","['pelayanan', 'ramah', 'nyaman', 'makanan', 'enak', 'bagus', 'pokoknya']"
"['untuk', 'fasilitas', 'kamar', 'nyaman', 'dan', 'untuk', 'sarapannya', 'enak', 'hangat', 'untuk', 'pelayanan', 'mba', 'devita', 'baik', 'ramah', 'terima', 'kasih', 'mba']","['fasilitas', 'kamar', 'nyaman', 'sarapannya', 'enak', 'hangat', 'pelayanan', 'mba', 'devita', 'baik', 'ramah', 'terima', 'kasih', 'mba']"
"['need', 'a', 'lot', 'of', 'improvement', 'nginep', 'disini', 'karena', 'hotel', 'di', 'jogja', 'lagi', 'full', 'semua', 'agak', 'kaget', 'dengan', 'keadaan']","['need', 'a', 'lot', 'of', 'improvement', 'nginep', 'disini', 'hotel', 'jogja', 'full', 'semua', 'kaget', 'keadaan']"
"['mrsa', 'nyaman', 'dn', 'mknananya', 'juga', 'enk', 'layanan', 'memuaskan']","['mrsa', 'nyaman', 'dn', 'mknananya', 'enk', 'layanan', 'memuaskan']"
"['tempatnya', 'sangat', 'luas', 'nyaman', 'bersih', 'pelayanannya', 'juga', 'oke', 'kamarnya', 'juga', 'sangat', 'nyaman', 'buat', 'istirahat']","['tempatnya', 'sangat', 'luas', 'nyaman', 'bersih', 'pelayanannya', 'oke', 'kamarnya', 'sangat', 'nyaman', 'buat', 'istirahat']"
"['hotel', 'bagus', 'rapi', 'bersih', 'dekat', 'jalan', 'raya', 'pelayanan', 'sangat', 'bagus', 'top', 'pokoknya']","['hotel', 'bagus', 'rapi', 'bersih', 'dekat', 'jalan', 'raya', 'pelayanan', 'sangat', 'bagus', 'top', 'pokoknya']"
"['variasi', 'makanannya', 'banyak', 'rasanya', 'juga', 'enak', 'kamarnya', 'besar', 'dan', 'bagus', 'ac', 'dingin', 'pelayanan', 'oke']","['variasi', 'makanannya', 'banyak', 'rasanya', 'enak', 'kamarnya', 'besar', 'bagus', 'ac', 'dingin', 'pelayanan', 'oke']"
"['bagus', 'dtengah', 'kota', 'jogya', 'so', 'deket', 'mana', 'breakfastnya', 'enyaak', 'banyak', 'kalipun', 'menunya', 'suasana', 'hotel', 'jga', 'nyaman', 'apalagi', 'yang', 'liburan', 'lama', 'bisa', 'nyobain', 'berenang', 'ngajak', 'keluarganya', 'rame', 'tambah', 'berkesan', 'pasti', 'yuuk', 'ah', 'mampir', 'pesan', 'bobo', 'sini', 'yo']","['bagus', 'dtengah', 'kota', 'jogya', 'so', 'deket', 'mana', 'breakfastnya', 'enyaak', 'banyak', 'kalipun', 'menunya', 'suasana', 'hotel', 'jga', 'nyaman', 'liburan', 'lama', 'nyobain', 'berenang', 'ngajak', 'keluarganya', 'rame', 'tambah', 'berkesan', 'yuuk', 'ah', 'mampir', 'pesan', 'bobo', 'sini', 'yo']"
"['makanan', 'sangat', 'enak', 'dan', 'sangat', 'puas', 'dengan', 'segala', 'hidangannya']","['makanan', 'sangat', 'enak', 'sangat', 'puas', 'segala', 'hidangannya']"
"['lokasi', 'hotel', 'strategis', 'layanan', 'sudah', 'baik', 'dan', 'bagus', 'kamar', 'hotel', 'nyaman', 'siiiip', 'menu', 'makanan', 'mantaaap', 'mantuuul', 'siiiip']","['lokasi', 'hotel', 'strategis', 'layanan', 'baik', 'bagus', 'kamar', 'hotel', 'nyaman', 'siiiip', 'menu', 'makanan', 'mantaaap', 'mantuuul', 'siiiip']"
"['pelayanan', 'sangat', 'ramah', 'sarapan', 'banyak', 'variasi', 'dan', 'juga', 'enak', 'recommended', 'place', 'to', 'stay', 'in', 'jogja']","['pelayanan', 'sangat', 'ramah', 'sarapan', 'banyak', 'variasi', 'enak', 'recommended', 'place', 'to', 'stay', 'in', 'jogja']"
"['ini', 'merupakan', 'pertama', 'kali', 'untuk', 'menginap', 'di', 'grand', 'mercure', 'secara', 'umum', 'lokasi', 'dari', 'hotel', 'strategis', 'dan', 'mudah', 'dijangkau', 'kurang', 'lebih', 'menit', 'dari', 'stasiun', 'kereta', 'yogyakarta']","['merupakan', 'pertama', 'kali', 'menginap', 'grand', 'mercure', 'umum', 'lokasi', 'hotel', 'strategis', 'mudah', 'dijangkau', 'kurang', 'lebih', 'menit', 'stasiun', 'kereta', 'yogyakarta']"
